Area,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,LST_C,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Yield
464.830567208904,Munshiganj,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,2596.2042238436534,24.0,18.0,90.0,70.0,0.3133165492307678,1.2363970344036164,0.4924413680546075,9.265340272968142,0.4192539962914516,0.5092505529255786,0.36590498512780795,0.0605,0.1433,0.1443,727.6950697898699,5.56,20.619039353936458,2.699890500691913,33.88,24.38,41.74,1.264665389249405,7.637,Optimal,Loamy,0.2240825838638897,0.2811072304587802,0.057,1.2545,Optimal,96.21,0.0,1.5406245415920594,4.41,4.9,Low Risk,0,24.782918934988302,0,0,5.5853
1464.0014397755715,Pirojpur,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,5245.189927443751,24.0,17.0,90.0,70.0,0.3089079482724826,1.5215068470977278,0.540229569893824,10.467949257121672,0.40600696712377415,0.5003259982369658,0.32317625936544986,0.0716,0.1771,0.1764,664.7509847435903,5.77,31.86610664584825,2.8750868473749156,28.12,22.53,49.35,1.2354918367632906,11.0835,Optimal,Loamy,0.20642638499374924,0.2792344560911313,0.0728,1.3527,Optimal,220.43,0.0030687513707613155,1.5361095750429945,4.39,11.23,Low Risk,0,24.623129436225224,0,0,3.5828
2255.152950372161,Kishoreganj,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,14537.700129318975,24.0,18.0,90.0,70.0,0.3268268800832764,1.0794478411819186,0.4768643974732703,10.991512222584765,0.43819250331239085,0.6306180855218461,0.2936965431853842,0.1499,0.3369,0.3421,883.9670349640097,5.7,22.01859056460456,1.8963645842933778,31.49,27.5,41.01,1.2839922395040966,11.6109,Optimal,Loamy,0.17640239750943634,0.235564914066043,0.0592,1.3354,Low,79.21,0.006264505850308985,1.0405106482575355,4.78,4.09,Low Risk,0,24.74102891303305,0,0,6.4464
413.8402079702455,Dinajpur,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,1940.6874354318172,24.0,18.0,90.0,70.0,0.26804265760830565,0.9540745502729882,0.460644447985042,10.760573233603354,0.42570890365252173,0.5616422734317232,0.28081248931331787,0.139,0.2808,0.3265,840.8067670806337,5.95,16.910605038486533,1.5515680076920886,34.59,25.71,39.7,1.2827021723488476,10.899,Optimal,Loamy,0.1800515407489088,0.21515468968957158,0.0351,1.195,Low,75.37,0.003234957547437395,1.2107175073578296,7.09,4.18,Low Risk,0,24.889306336409838,0,0,4.6895
382.2975717811304,Narayanganj,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,2082.1315257450588,24.0,17.0,90.0,70.0,0.261371590840522,0.8375355945300711,0.41397625511048824,9.669912389926077,0.4025195537292485,0.45035957610972605,0.3606235630983756,0.0408,0.0897,0.1014,770.7171131942414,5.51,14.834488434496478,1.2811667466444265,38.02,28.36,33.62,1.3150802761654738,11.5789,Optimal,Loamy,0.21651718073530765,0.27824967385791016,0.0617,1.2851,Optimal,96.21,0.0,1.1402966082880999,3.8,4.9,Low Risk,0,24.878843920290993,0,0,5.4464
1023.7125799522323,Chandpur,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,3067.269084238078,22.0,18.0,90.0,70.0,0.27196108904490635,2.036196081982135,0.5911810344446656,10.38166120260322,0.39115650824468373,0.4795961585507527,0.29085401559765506,0.0936,0.1887,0.2393,690.1682203390895,5.74,25.54513913541776,2.813527679450814,38.06,24.86,37.08,1.278266401628669,9.0794,Optimal,Loamy,0.1970154380632358,0.2212010081122749,0.0242,1.1228,Low,130.03,0.0,1.3657960310560098,4.33,6.57,Low Risk,0,24.433027138031086,0,0,2.9962
470.96710169852673,Sunamganj,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,1793.3232143595847,24.0,17.0,90.0,70.0,0.30111160626519845,1.0736186320610368,0.4763201546568042,10.399481736788344,0.45857931212401226,0.5787956563206799,0.32700928108879385,0.1085,0.2518,0.2366,790.1250658128922,5.94,18.889934016186146,1.6865262923472104,31.19,32.16,36.65,1.3072186814277063,11.2005,Optimal,Loamy,0.1995079728852272,0.2178355385216794,0.0183,1.0919,Low,91.4,0.0,1.1220675615365139,3.77,4.76,Low Risk,0,24.456437606537573,0,0,3.8077
2039.6036947698112,Habiganj,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,8517.650132492336,24.0,18.0,90.0,70.0,0.30866899950458754,1.0984193221776863,0.4608872073420048,9.733389519119731,0.4351523204082188,0.6351257179434152,0.3132026180386147,0.1433,0.3219,0.3293,879.0779065781375,5.63,28.345771546987628,2.768694557345649,32.6,26.61,40.79,1.2776552852219916,10.238,Optimal,Loamy,0.20874291807734213,0.2529215970081026,0.0442,1.2116,Low,82.88,0.003851208915592954,0.6748664291001383,2.88,4.22,Low Risk,0,24.87507736665533,0,0,4.1761
196.9281077468989,Munshiganj,Rabi,20.5,80.0,Sweet Potato,November,Dec To March,April,680.1759850231948,22.0,18.0,90.0,70.0,0.3086418998445791,1.322614133321351,0.4924928127891952,9.633065731552191,0.4371666100002102,0.5479505219049264,0.3467403563802382,0.1013,0.2012,0.2317,691.118035511607,5.43,20.16556466970352,2.3492753617099904,34.89,28.96,36.15,1.2604661887130206,8.5837,Acidic,Loamy,0.1925769680495147,0.24865878965200536,0.0561,1.2912,Low,96.21,0.0,1.3725388613367122,4.03,4.9,Low Risk,0,24.780624119247335,0,0,3.4539
452.32468202113984,Shariatpur,Rabi,20.5,77.5,Sweet Potato,November,Dec To March,April,1778.541886333806,24.0,17.0,90.0,70.0,0.323409854951242,1.3934878279444494,0.5029434698182118,9.758906318024755,0.4350794717308751,0.5269648197867015,0.323142491312217,0.1004,0.2038,0.2308,712.873473078757,5.57,20.658864863767764,2.6095493269218766,34.34,24.93,40.73,1.2596726249413281,7.9166,Optimal,Loamy,0.200530145242519,0.26344051728240137,0.0629,1.3137,Optimal,130.03,0.0,1.7154968336453538,5.11,6.57,Low Risk,0,25.276524470762887,0,0,3.932
