Area,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,LST_Kelvin,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Wind_Min,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Yield
4.430816798843313,Bagerhat,Kharif 1,25.0,70.0,Green Papaya,June,June To August,August To September,7.268920128193722,30,20.0,60,80,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.42174999999999996,0.4431625,0.0416,1.0947,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,17.27710843373494
5.123963979403259,Bagerhat,Kharif 1,25.0,70.0,Amra,June,June To August,August To September,7.02108396428914,30,20.0,60,80,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.42174999999999996,0.4431625,0.0416,1.0947,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,6.700598802395209
6.19644412779452,Bagerhat,Kharif 1,25.0,70.0,Wood Apple,May,June To August,August To September,6.19644412779452,30,20.0,60,80,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.4043,0.4431625,0.0423,1.1072,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,1.0
6.915723448631314,Bagerhat,Kharif 1,25.0,70.0,Green Coconut,May,June To August,August To September,9.024432391646808,30,20.0,60,80,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.4043,0.4431625,0.0423,1.1072,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,28.860973187686195
3.58351893845611,Bagerhat,Kharif 2,23.5,61.0,Oal Kachu,September,Oct To Dec,Dec To Feb,4.23410650459726,32,15.0,52,70,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3941,0.4431625,0.0657,1.1818,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,1.9428571428571428
6.126869184114185,Bagerhat,Kharif 2,25.0,72.5,Barbati,September,Oct To Dec,December To April,6.302618975744905,30,20.0,60,85,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3432,0.4222,0.079,1.2905,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,1.1925601750547046
6.131226489483141,Bagerhat,Kharif 2,21.0,70.0,Puishak,August,Sep To Jan,Feb,7.177782416195197,30,12.0,65,75,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.4039,0.4431625,0.0624,1.1687,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,2.851851851851852
6.416732282512326,Bagerhat,Kharif 2,21.0,70.0,Palong Shak,August,Sep To Jan,Feb,7.522400231387125,30,12.0,65,75,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.4039,0.4431625,0.0624,1.1687,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,3.02454991816694
5.583496308781699,Bagerhat,Rabi,31.0,48.75,Sesame,November,Dec To Jan,Feb,4.330733340286331,35,27.0,45,65,0.3116314170521451,2.4183504530287765,6.3149949671671255,297.294524997996,12.078042549735049,0.5118091536297626,0.5711876241926808,0.4540554389640537,0.0511123836913264,0.117132185228627,0.0998660991676999,560.4940229941045,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3449,0.4236,0.0787,1.2333,Optimal,220.43,0.6931471805599453,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,0.2830188679245283
5.0106352940962555,Bagerhat,Kharif 2,25.0,67.5,Garlic,October,Nov To Jan,Feb,5.313205979041787,30,20.0,65,70,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3731,0.4431625,0.0718,1.2044,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,1.3557046979865772
6.154858094016418,Bagerhat,Kharif 2,19.0,77.5,Cauliflower,September,Nov To Jan,Feb,7.83002808253384,30,8.0,70,85,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3758,0.4431625,0.07,1.2004,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,5.348936170212766
6.643789733147672,Bagerhat,Kharif 2,17.0,75.0,Cabbage,September,Oct To Jan,Feb,8.470730317005897,24,10.0,60,90,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3941,0.4431625,0.0657,1.1818,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,6.2216427640156455
7.290292882446597,Bagerhat,Kharif 2,22.5,75.0,Rape & Mustard,October,Nov To Feb,Feb To April,5.924255797414532,30,15.0,65,85,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.321,0.4061,0.0852,1.3222,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,0.2546075085324232
7.635786861395585,Bagerhat,Kharif 1,20.5,72.5,Date Palm,April,April To May,Feb To March,7.708410667257367,35,6.0,60,85,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.2226,0.3334,0.0886625,1.5204,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,1.0753623188405796
7.27931883541462,Bagerhat,Kharif 2,15.0,90.0,Lentil,October,Nov To Feb,Feb To March,6.198478716492308,20,10.0,85,95,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3452,0.4253,0.0801,1.2677,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,0.3388543823326432
6.57507584059962,Bagerhat,Rabi,20.0,60.0,Boroi,July,December To February,February To March,6.9650803456014065,25,15.0,50,70,0.3116314170521451,2.4183504530287765,6.3149949671671255,297.294524997996,12.078042549735049,0.5118091536297626,0.5711876241926808,0.4540554389640537,0.0511123836913264,0.117132185228627,0.0998660991676999,560.4940229941045,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.2989,0.3873,0.0884,1.3428,Optimal,220.43,0.6931471805599453,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,1.4776536312849162
3.9512437185814275,Bagerhat,Kharif 1,32.5,65.0,Taramind,February,March To April,February To May,4.983606621708336,40,25.0,50,80,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.2361,0.3304,0.0886625,1.4296,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,2.843137254901961
7.639161171659173,Bagerhat,Rabi,25.0,80.0,Banana,January,Jan To Jan,Jan,9.024432391646808,35,15.0,75,85,0.3116314170521451,2.4183504530287765,6.3149949671671255,297.294524997996,12.078042549735049,0.5118091536297626,0.5711876241926808,0.4540554389640537,0.0511123836913264,0.117132185228627,0.0998660991676999,560.4940229941045,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3284,0.4067,0.0784,1.2349,Optimal,220.43,0.6931471805599453,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,4.158401540683679
4.499809670330265,Bagerhat,Rabi,17.5,77.5,Lemon,January,Jan To Jan,Jan,5.973809611869261,25,10.0,60,95,0.3116314170521451,2.4183504530287765,6.3149949671671255,297.294524997996,12.078042549735049,0.5118091536297626,0.5711876241926808,0.4540554389640537,0.0511123836913264,0.117132185228627,0.0998660991676999,560.4940229941045,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3284,0.4067,0.0784,1.2349,Optimal,220.43,0.6931471805599453,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,4.404494382022472
4.07753744390572,Bagerhat,Kharif 1,24.0,70.0,Safeda,April,April To May,Jan To March,7.195187320178709,38,10.0,60,80,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.249,0.3518,0.0886625,1.449,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,22.96551724137931
3.6888794541139363,Bagerhat,Kharif 2,27.5,72.5,Patal,August,Sep To Jan,Jan To March,4.219507705176107,35,20.0,60,85,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3791,0.4431625,0.0698,1.2206,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,1.7179487179487178
6.456769655572163,Bagerhat,Kharif 2,26.5,80.0,Gourd,July,Aug To Jan,Jan To March,7.826842098158293,35,18.0,75,85,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3819,0.4431625,0.0674,1.209,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,3.940251572327044
7.703628257377153,Bagerhat,Kharif 2,30.0,80.0,Betelnut,July,Aug To Jan,Jan To March,9.024432391646808,35,25.0,70,90,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3819,0.4431625,0.0674,1.209,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,2.1128055617851538
6.249975242259483,Bagerhat,Kharif 1,22.5,75.0,Chalkumra,March,April To July,July To Oct,7.0925737159746784,27,18.0,65,85,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3611,0.4227,0.0616,1.2322,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,2.3249516441005804
5.081404364984463,Bagerhat,Kharif 1,25.0,72.5,Kakrol,April,May To July,July To Sep,5.556828061699537,30,20.0,60,85,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3662,0.4207,0.0545,1.1975,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,1.6125
3.58351893845611,Bagerhat,Kharif 2,25.0,70.0,Black Berry,June,July To August,June To September,5.958424693029782,30,20.0,65,75,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.42174999999999996,0.4431625,0.0416,1.0947,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,11.028571428571428
4.1588830833596715,Bagerhat,Kharif 2,30.0,80.0,Jamrul,June,July To August,June To September,5.713732805509369,35,25.0,70,90,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.42174999999999996,0.4431625,0.0416,1.0947,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,4.7936507936507935
5.75890177387728,Bagerhat,Kharif 1,23.0,80.0,Jhinga,April,May To June,June To Aug,6.331501849893691,28,18.0,70,90,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3396,0.3978,0.0583,1.2232,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,1.7753164556962024
3.8501476017100584,Bagerhat,Kharif 2,26.5,75.0,Pineapple,September,Sep To May,June To Aug,4.127134385045092,35,18.0,70,80,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3557,0.423,0.0673,1.2326,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,1.326086956521739
6.12029741895095,Bagerhat,Kharif 1,20.0,80.0,Lady’S Finger,April,May To June,June To Sep,6.428105272684596,30,10.0,75,85,0.3081769511973575,1.8112869864403789,4.169441903407631,301.5819733879906,14.77098688500372,0.2671469327157075,0.3076850950523782,0.2093828623516599,0.0419541526202847,0.0983022327007182,0.1570452342229642,883.0219275597883,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3662,0.4207,0.0545,1.1975,Optimal,656.33,3.7954891891721947,2.48188524590164,5.86,0.04,22.73,High Risk,0,0,0,1.3612334801762114
3.828641396489095,Bagerhat,Kharif 2,18.0,66.5,Carrot,October,Nov To Feb,March,4.553876891600541,21,15.0,47,86,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3452,0.4253,0.0801,1.2677,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,2.088888888888889
6.582025138892826,Bagerhat,Kharif 2,16.0,85.0,Radish,October,Nov To Feb,March,8.217978203150732,22,10.0,75,95,0.3431915358837492,2.4183504530287765,5.780086386688027,300.15712075135025,25.24011305318693,0.507816116388428,0.6214849029628107,0.36797252036576,0.1082292282638344,0.2535123825970506,0.213126808643958,517.8162711223541,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.3452,0.4253,0.0801,1.2677,Optimal,1451.65,0.6931471805599453,2.063739837398374,7.47,0.04,52.27,Low Risk,0,0,0,5.140083217753121
6.75110146893676,Bagerhat,Rabi,22.5,60.0,Chili,October,Nov To March,March To April,6.182084906716632,30,15.0,50,70,0.3116314170521451,2.4183504530287765,6.3149949671671255,297.294524997996,12.078042549735049,0.5118091536297626,0.5711876241926808,0.4540554389640537,0.0511123836913264,0.117132185228627,0.0998660991676999,560.4940229941045,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.321,0.4061,0.0852,1.3222,Optimal,220.43,0.6931471805599453,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,0.5655737704918032
5.796057750765372,Bagerhat,Rabi,20.0,67.5,Onion,October,Nov To March,March To April,6.60934924316738,25,15.0,65,70,0.3116314170521451,2.4183504530287765,6.3149949671671255,297.294524997996,12.078042549735049,0.5118091536297626,0.5711876241926808,0.4540554389640537,0.0511123836913264,0.117132185228627,0.0998660991676999,560.4940229941045,5.73,33.040000000000006,1.4386495914538187,28.25,22.23,49.52,1.23,8.73,Optimal,Loamy,0.321,0.4061,0.0852,1.3222,Optimal,220.43,0.6931471805599453,1.4529166666666666,4.33,0.04,11.23,Low Risk,0,0,0,2.2591463414634148
