Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,soil_ph,NDVI_early,NDVI_mid,NDVI_late,NDVI_std,NDVI_prev_season,EVI_Season,LAI_Season,FPAR_Season,LST_Season,Soil_Moisture_Season,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,valid_points,grid_log,Latitude,Longitude,Rainfall,Temp_Mean,Temp_Max,Temp_Min,Heat_Stress_Days,Year
177321,0.8510272331,Bagerhat,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,150905,40,12.0,60,85,57.0,0.2093828623516599,0.42936616441082,0.5377701709634322,0.1435068715918753,0.2670404721298456,0.3420962941753964,2.4493495911304928,5.194348201899057,300.77548995092445,24.98865018022523,5.73,33.63,4.82,28.72,22.08,49.2,1.23,5,✅⚠️✅✅✅,22.6554781,89.7941813,1451.65,27.76869918699187,33.57,18.56,0,2022
25646,1.175777899,Bandarban,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,30154,40,12.0,60,85,55.0,0.4365742393395427,0.5387153591391703,0.7658263714527735,0.1650760909242936,0.2612788417491431,0.6267061280666395,3.795502637430494,7.086273363466731,301.2821192208384,24.89448376356686,5.45,18.91,1.99,29.82,38.59,31.59,1.23,5,✅✅✅✅✅,21.787476,92.4124752,1354.97,26.04878048780488,32.68,17.05,0,2022
231401,0.7705887183,Barguna,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,178315,40,12.0,60,85,57.0,0.2099802275666429,0.3565053605883999,0.5681901097552411,0.1870942866387383,0.3323424160378924,0.3686113103181862,1.3924427439178686,4.599207361819035,301.16029724740207,25.00168527029381,5.77,28.09,2.86,29.33,22.4,48.27,1.26,5,✅✅✅⚠️⚠️,22.1313358,90.1172431,1785.97,28.12731707317073,32.51,20.84,0,2022
302665,0.7571043893,Barishal,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,229149,40,12.0,60,85,,0.1933459589530938,0.3458494890191011,0.4517905621466174,0.1418560705841844,0.309535002934125,0.3492046842213674,1.666513728382288,5.000588717435254,301.34250055303863,24.761800757799197,5.59,40.9,2.69,28.4,25.57,46.05,1.26,5,⚠️⚠️✅✅✅,22.4934035,90.3548015,1601.92,27.991219512195123,32.47,19.53,0,2022
388575,1.100652384,Bhola,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,427686,40,12.0,60,85,56.0,0.1700006675577468,0.2258498120190653,0.3458072626711267,0.1339289927385362,0.1946286534864403,0.2988032817472406,1.6114679355295605,4.713200940353698,300.7444194516447,24.555353489600808,5.57,20.69,2.03,31.66,27.14,41.22,1.28,3,✅✅❌❌✅,22.1435694,90.7904089,2272.77,28.43642276422764,31.57,21.83,0,2022
443007,1.192475514,Bogura,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,528275,40,12.0,60,85,,0.1186313763339489,0.3304685349223847,0.4005603994411503,0.1740992308002523,0.2764687680682978,0.3958108752601574,1.402483894672792,4.5554094836012045,301.97701637362525,24.161166863470456,6.3,15.58,1.32,36.99,20.28,42.73,1.33,5,⚠️✅✅✅✅,24.8500662,89.3728431,913.65,27.936585365853656,34.8,18.46,0,2022
174588,1.014634454,Brahmanbaria,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,177143,40,12.0,60,85,54.0,0.0571539099837129,0.2681596937960988,0.4089960858969574,0.1449947258711497,0.2371168297003784,0.2957036685365155,1.1567789684645735,4.038354420018139,301.8157104668364,24.667182189241544,5.5,26.99,2.91,33.88,26.92,39.18,1.24,5,⚠️✅⚠️✅✅,23.9605999,91.1190893,1124.16,27.68121951219512,33.87,18.72,0,2022
90004,0.7804430914,Chandpur,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,70243,40,12.0,60,85,,0.2069406843342435,0.3381655668751687,0.4589020629096388,0.1315113191456884,0.244284950998653,0.3621395481726002,2.102857298919637,5.66915540370036,301.3592494127841,24.10020853732457,5.51,32.77,3.39,34.82,27.04,38.14,1.23,5,⚠️✅⚠️✅✅,23.2241763,90.6531005,1311.38,27.853658536585368,32.95,19.15,0,2022
140665,1.127252693,Chapai Nawabganj,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,158565,40,12.0,60,85,,0.372994229085631,0.3733450873553156,0.4515605583311328,0.1089270762284498,0.2662611383381359,0.3867638965419998,1.370298409440946,4.722650555418401,302.55793774188834,22.08347285680784,6.92,13.2,1.17,37.53,19.55,42.92,1.32,5,⚠️⚠️✅✅✅,24.5998869,88.2850466,667.02,28.461138211382117,37.9,17.77,17,2022
444857,0.9779996718,Chattogram,Kharif 2,26.0,72.5,Aman,June,July to  Oct,Nov to Dec,435070,40,12.0,60,85,,0.2968827150300339,0.4499071181374028,0.5954364512295394,0.159569104045667,0.291756878234579,0.4746561492125459,2.065777479539561,5.499040438854776,302.2800626417348,24.784240779427783,5.46,21.73,1.8,31.18,29.5,39.32,1.27,4,⚠️✅✅✅❌,22.333778,91.8344348,1450.75,28.04821138211382,34.55,19.76,0,2022
