Area,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,LST_C,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Yield
181.36545800298364,Sherpur,Kharif 1,25.0,72.5,Kakrol,April,May To July,July To Sep,407.8718777949232,30.0,20.0,85.0,60.0,0.2463375722244405,0.9334709007912568,0.3076006174834038,24.82636976227236,0.1670652389981917,0.3289178950324584,0.0249154449856965,0.1364,0.304,0.7953,903.750415182336,5.69,21.363919667599266,2.031679309552957,32.01,26.41,41.58,1.29,10.5154,Optimal,Loamy,0.3187141243940846,0.3181221435531621,-0.0006,0.9981,Optimal,1278.22,34.73868972112079,2.333176850434809,6.48,45.39,High Risk,1,28.24346464917727,0,0,2.2489
442.9710874795577,Munshiganj,Kharif 2,16.0,85.0,Radish,October,Nov To Feb,March,2681.928387704961,22.0,12.0,95.0,75.0,0.3628230176676905,1.5021369787523915,0.5137475094763985,25.36356339318559,0.3860520322952094,0.5090453896602755,0.1918070699509657,0.1339,0.3172,0.3468,764.5552000924749,5.5,21.021986570843115,2.461455871392054,33.81,30.02,36.17,1.25,8.5405,Optimal,Loamy,0.2467511434224187,0.2965016770093471,0.0498,1.2016,Optimal,1147.69,0.0,2.140871794326475,7.53,41.18,Low Risk,0,28.00109134567338,0,0,6.0544
734.8687699290542,Chuadanga,Rabi,20.0,75.0,Lal Shak,September,Oct To Nov,Nov To Feb,1476.22386256038,25.0,15.0,80.0,70.0,0.363725372753972,1.3712831591236394,0.5527515829587257,11.3121626809304,0.5178191681828971,0.5765339512912765,0.478843743043981,0.0419,0.0977,0.0809,712.9656708027977,6.15,17.730916699238342,1.4411397853488197,38.47,19.95,41.58,1.3,12.3034,Optimal,Loamy,0.2396582898719655,0.2670430628144369,0.0274,1.1143,Optimal,87.15,0.0,1.522141210348132,4.59,4.55,Low Risk,0,25.62961681895902,0,0,2.0088
248.532413212518,Sunamganj,Rabi,25.5,87.5,Karala,February,March To July,Aug To Sep,480.3477212533398,27.0,23.0,90.0,85.0,0.3012421425613693,1.0834612402519903,0.4205160266580001,10.84737901463795,0.4013049444299088,0.6319802717457805,0.2174138643695459,0.1801,0.4146,0.4488,732.7840815494699,5.87,18.79852042859656,1.8446001940686971,35.57,30.01,34.42,1.33,10.1911,Optimal,Loamy,0.3092339827139817,0.3189985126919388,0.0098,1.0316,Optimal,91.4,0.369301242960635,1.1658850519798012,3.83,4.76,Low Risk,0,24.802318495331157,0,0,1.9327
5.590235331675041,Faridpur,Kharif 2,28.0,48.8,Arhar,August,Sep To Oct,Nov,1.188558510883598,30.0,26.0,65.0,47.0,0.3587880893469064,1.372011546309686,0.4871322661085613,25.243974291906007,0.4026308382524901,0.5618521670297556,0.2186856077024843,0.1474,0.3432,0.3661,757.5484094837069,6.15,18.54796706046535,1.5829634337762228,35.57,19.34,45.09,1.31,11.7172,Optimal,Loamy,0.2965986305175667,0.3171280682701495,0.0205,1.0692,Optimal,1135.85,0.6594876254172118,2.156490318420128,8.51,40.81,Low Risk,0,28.55793812950755,0,0,0.2126
304.31026707743484,Natore,Kharif 1,22.5,75.0,Chalkumra,March,April To July,July To Oct,894.6532996642766,27.0,18.0,85.0,65.0,0.354829304441255,0.9850469530433716,0.3855446424879492,15.621623267720963,0.328367173777781,0.4024697057637222,0.2497967698902827,0.0673,0.1527,0.205,979.5028295929249,5.94,16.63148734570124,1.442444874775025,38.56,24.67,36.77,1.28,11.5301,Optimal,Loamy,0.2211936010921802,0.2351253194225761,0.0139,1.063,Moderate,471.39,42.5,2.3740728109380043,6.75,15.87,High Risk,1,29.651772698298828,1,0,2.9399
1289.311663705431,Panchagar,Kharif 2,17.0,75.0,Cabbage,September,Oct To Jan,Feb,11186.308857660058,24.0,12.0,90.0,60.0,0.4243995923282679,1.4430911292920856,0.5028323901336226,25.335062386549808,0.4840092886632817,0.663125046202416,0.3177001704255328,0.1656,0.3454,0.3421,642.1865780013669,5.97,16.656941478534005,1.6678109690401124,29.41,30.92,39.67,1.29,9.9873,Optimal,Loamy,0.2390235198453111,0.2370633741946209,-0.002,0.9918,Moderate,1342.09,0.0782729392100468,1.6086648515035544,5.45,49.36,Low Risk,0,28.49057218703672,0,0,8.6762
226.467081101165,Coxsbazar,Kharif 1,27.5,90.0,Kolmi Shak,March,April To Aug,Sep To Oct,570.3282647200934,35.0,20.0,100.0,80.0,0.3215145993668863,0.9777393911570608,0.3403301983989948,21.55280960191613,0.2319694129224201,0.2958950141669289,0.1565132273924492,0.0655,0.1394,0.2824,895.9675085158623,5.81,16.54533862041433,1.498118348457168,31.57,29.13,39.3,1.32,11.0441,Optimal,Loamy,0.3000900322066219,0.3122663309615965,0.0122,1.0406,Optimal,1987.35,18.339481454314157,1.9464420671130125,6.02,71.71,Low Risk,0,29.107244108076348,0,0,2.5184
9.5508497285475,Magura,Kharif 2,28.0,48.8,Arhar,August,Sep To Oct,Nov,2.9943774213249106,30.0,26.0,65.0,47.0,0.4218924290684596,1.6533696819220332,0.5283686481108858,25.30077332762423,0.4614060440309129,0.6801492809329913,0.2175791433619091,0.2307,0.4626,0.5,705.6190975242141,5.84,23.17857854463991,2.057131716323922,30.62,23.75,45.63,1.28,11.2674,Optimal,Loamy,0.3025994615403652,0.3134306502976047,0.0108,1.0358,Optimal,996.2,0.1375140560882294,2.113701519453404,7.15,35.83,Low Risk,0,28.68933355017161,0,0,0.3135
437.5356871999376,Kishoreganj,Kharif 2,17.0,75.0,Cabbage,September,Oct To Jan,Feb,2481.8041509875143,24.0,12.0,90.0,60.0,0.2906710927706933,1.171140248667674,0.4085888586872979,25.34950074419247,0.2216035598332757,0.3818742322832398,0.0608911626437503,0.1584,0.321,0.7148,820.8609630373211,5.78,20.791534151925383,1.9407566852302065,34.82,26.61,38.57,1.29,10.7131,Optimal,Loamy,0.2733358815756888,0.3079169086006201,0.0346,1.1265,Optimal,1317.39,0.2773366282709197,1.6066809708484358,5.84,47.44,Low Risk,0,27.775088452500487,0,0,5.6722
