District,Season,Crop Name,Transplant,Growth,Harvest,Avg_Salinity_Index,pH,pH_Suitability,Dominant_Soil_Texture,Water_Availability_Cat,Extreme_Heat_Risk,is_extreme_Wind_Max,Yield,Combined_Area_Production,Combined_Temp_Min_Max_Avg,Combined_Humidity_Avg_MaxRelative_MinRelative,Combined_sm_rootzone_surface,Combined_Moisture_R_Rootzone_S,Combined_Rain_Temp__Rainfall,Combined_Heat_StressDays_isextremeStressDays_IsExtreme,Soil_Texture_Index,Soil_PhysioChem_Index,Vegetation_Health_Index,Wind_Index,Soil_Environment_Index
Bagerhat,Rabi,Wheat,December,Jan To March,April,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,0.772200772200772,0.000286720849825,0.30175395256917,0.092171717171717,0.32840903889909,0.346227480375111,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Rabi,Maize 2,December,Jan To March,April,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,2.247030878859857,0.000755012797205,0.391798418972332,0.180194805194805,0.32840903889909,0.346227480375111,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Rabi,Boro,November,Dec To March,April,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,1.847881242307772,0.234301974656938,0.576622200263505,0.507395382395382,0.370841297204683,0.324979786769502,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Rabi,Sweet Potato,November,Dec To March,April,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,3.508771929824561,0.001492238137944,0.406002964426877,0.698953823953824,0.370841297204683,0.324979786769502,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Kharif 1,Mango,April,April To May,April To June,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,4.994778067885117,0.00117521861279,0.841938405797101,0.451479076479076,0.321789919562201,0.274055960157179,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 1,Jack Fruit,April,April To May,April To June,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,26.715789473684207,0.001248356835443,0.924242424242424,0.766774891774892,0.321789919562201,0.274055960157179,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 1,Ripe Papaya,April,April To May,April To May,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,11.4,0.000542797439897,0.779479578392622,0.698953823953824,0.240613376473718,0.324251171888809,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 1,Aus,March,April To July,Aug,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,1.118843608498781,0.018267310948458,0.576622200263505,0.507395382395382,0.395738814100366,0.269902411321876,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Rabi,Karala,February,March To July,Aug To Sep,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,1.386363636363636,0.001227961106313,0.615777338603426,0.884559884559884,0.429115135571831,0.261633792173918,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Kharif 2,Sugarcane,October,Nov To Aug,Aug To Sep,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,10.719483568075118,0.004879676878941,0.720479249011858,0.321789321789322,0.463696259918271,0.250868997877051,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 1,Green Papaya,June,June To August,August To September,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,17.27710843373494,0.000726896901073,0.579174901185771,0.439574314574315,0.588746257358188,0.172351268082588,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 1,Amra,June,June To August,August To September,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,6.700598802395209,0.000643968520268,0.579174901185771,0.439574314574315,0.588746257358188,0.172351268082588,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 1,Wood Apple,May,June To August,August To September,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,1.0,0.000595339726539,0.579174901185771,0.439574314574315,0.531806315784952,0.177419775018513,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 1,Green Coconut,May,June To August,August To September,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,28.860973187686195,0.014246924108989,0.579174901185771,0.439574314574315,0.531806315784952,0.177419775018513,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 2,Oal Kachu,September,Oct To Dec,Dec To Feb,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,1.942857142857143,5.6710671019e-05,0.502511528326746,0.20494227994228,0.531550591692043,0.231835584432225,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Barbati,September,Oct To Dec,December To April,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,1.192560175054705,0.000596008510779,0.579174901185771,0.507395382395382,0.450194353153393,0.284979462562462,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Puishak,August,Sep To Jan,Feb,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,2.851851851851852,0.000952124740599,0.399991765480896,0.433621933621934,0.546556978003274,0.223297236485479,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Palong Shak,August,Sep To Jan,Feb,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,3.02454991816694,0.001316804759327,0.399991765480896,0.433621933621934,0.546556978003274,0.223297236485479,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Rabi,Sesame,November,Dec To Jan,Feb,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,0.283018867924528,0.000233222153229,0.824275362318841,0.0,0.453019431588136,0.265435962251381,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Kharif 2,Garlic,October,Nov To Jan,Feb,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,1.355704697986577,0.000204784501332,0.579174901185771,0.365800865800866,0.498409431518961,0.247077393174539,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Cauliflower,September,Nov To Jan,Feb,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,5.348936170212766,0.001519710377795,0.310400197628458,0.631132756132756,0.501882743364858,0.243474077945237,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Cabbage,September,Oct To Jan,Feb,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,6.221642764015646,0.002791492665846,0.249217720685112,0.57521645021645,0.531550591692043,0.231835584432225,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Rape & Mustard,October,Nov To Feb,Feb To April,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,0.254607508532423,0.001275516418126,0.467185441370224,0.569264069264069,0.414973428984336,0.303396183328229,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 1,Date Palm,April,April To May,Feb To March,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,1.07536231884058,0.002591339494786,0.353919631093544,0.507395382395382,0.257834527370485,0.402118979467685,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 2,Lentil,October,Nov To Feb,Feb To March,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,0.338854382332643,0.00131823292426,0.178565546772068,0.952380952380952,0.454630657623122,0.278722687958105,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Rabi,Boroi,July,December To February,February To March,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,1.477653631284916,0.001029225364528,0.37887022397892,0.180194805194805,0.377787920896478,0.31432187632162,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Kharif 1,Taramind,February,March To April,February To May,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,2.843137254901961,0.000104503159623,0.867794795783926,0.315836940836941,0.269457481147376,0.350824100931246,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Rabi,Banana,January,Jan To Jan,Jan,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,4.158401540683679,0.005572269957277,0.555500658761528,0.693001443001443,0.423063356686372,0.265594914694623,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Rabi,Lemon,January,Jan To Jan,Jan,0.143601240036679,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,4.404494382022472,0.000247773854866,0.266880764163373,0.643037518037518,0.423063356686372,0.265594914694623,0.057876697445919,0.0,-1.533628282281963,4.167520880263467,2.6820378143909984,-1.308599747036049,-2.1792999708016567
Bagerhat,Kharif 1,Safeda,April,April To May,Jan To March,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,22.965517241379317,0.000660720860531,0.496500329380764,0.439574314574315,0.299147613731916,0.368011017107921,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
Bagerhat,Kharif 2,Patal,August,Sep To Jan,Jan To March,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,1.717948717948718,5.9259782178e-05,0.667490118577075,0.507395382395382,0.507736111814349,0.249991161819519,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Gourd,July,Aug To Jan,Jan To March,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,3.940251572327044,0.001641047472041,0.622694334650856,0.693001443001443,0.510929630674206,0.243086933623866,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 2,Betelnut,July,Aug To Jan,Jan To March,0.087418836145713,0.314814814814816,Optimal,Loamy,Optimal,Low Risk,0.0,2.112805561785154,0.007730558771649,0.779479578392622,0.698953823953824,0.510929630674206,0.243086933623866,0.429320912387876,0.0,-1.533628282281963,4.167520880263467,1.9074439275263833,0.6145017751479686,0.48903970634672617
Bagerhat,Kharif 1,Chalkumra,March,April To July,July To Oct,0.568187639406288,0.314814814814816,Optimal,Loamy,Optimal,High Risk,0.0,2.32495164410058,0.00094615309849,0.481389986824769,0.569264069264069,0.469034674083339,0.243568761903529,0.176380303965977,1.0,-1.533628282281963,4.167520880263467,0.13474710009963237,0.40440862409920253,-0.15147050529175213
