District,Season,Crop Name,Transplant,Growth,Harvest,LAI,Avg_Salinity_Index,pH_Suitability,Dominant_Soil_Texture,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Extreme_Heat_Risk,Yield,pH,Organic_Carbon,Nitrogen,Sand,Bulk_Density,CN_Ratio,sm_surface,sm_rootzone,Wind_Max,Max Temp_x_District_Optimized,Min Temp_x_District_Optimized,Min Relative Humidity_x_District_Optimized,LST_Kelvin_x_Season_Optimized,NDVI_Season_Max_x_Crop Name_Optimized,NDVI_Season_CV_x_Crop Name_Optimized,Moisture_Ratio_x_District_Optimized,Wind_Min_x_Crop Name_Optimized,Area_x_District_Optimized,Max Relative Humidity_x_Crop Name_Optimized,EVI_x_Crop Name_Optimized,Soil_Moisture_mm_x_District_Optimized,NDVI_Season_Range_x_District_Optimized,Clay_x_Crop Name_Optimized,Silt_x_Crop Name_Optimized,Rootzone_Surface_Diff_x_Crop Name_Optimized,Wind_Mean_x_District_Optimized,Rain_Temp_Ratio_x_District_Optimized,is_extreme_Wind_Max_x_District_Optimized
Bagerhat,Rabi,Wheat,December,Jan To March,April,2.3267711942265965,-1.707466453994524,Optimal,Loamy,Optimal,-1.048795610244615,-0.6532453335566707,Low Risk,-1.6611897527109625,-0.0315033336558743,-0.1851842066201866,-0.1914884586759509,0.0407379206318596,-0.1183308006231704,-0.0488336867849291,-0.1666253158033896,-0.0270672285779681,-0.19656340283476,-0.36941797365239837,0.024240449529132155,-0.053110817524130646,0.5656132876728716,0.010390910769111078,0.21506495817173998,0.13287106309373323,-0.21785897420355121,-0.00028890850461014175,0.05039323761204347,-0.08952263271663861,-0.002208102057540807,0.0012046500164653215,-0.268160555393716,0.1758374048786406,-0.010415244184325729,-0.004077745693586872,0.007481172089776628,-0.0
Bagerhat,Rabi,Maize 2,December,Jan To March,April,2.3267711942265965,-1.707466453994524,Optimal,Loamy,Optimal,-1.048795610244615,-0.6532453335566707,Low Risk,-0.8452681512603647,-0.1117630596911849,-0.5496880314590578,-0.4295386526947329,0.090171415849928,-0.5361121683574672,-0.0409174330953653,-0.1666253158033896,-0.1074717602223911,-0.5256783172723644,-0.1314758942479575,0.047642574954545575,-0.03826681904829895,0.5656132876728716,-0.019638331808713244,-0.19458067940130425,0.13287106309373323,-0.04085228062283324,-0.0008520326714659126,-0.2069850518415516,0.024043433999422707,0.00760003154908921,-0.005997231430192075,-0.369227500306904,-0.05470191609077991,-0.02745426469153029,0.003108899721786044,0.07359414735740784,-0.017935863909849
Bagerhat,Rabi,Boro,November,Dec To March,April,2.3267711942265965,-1.707466453994524,Optimal,Loamy,Optimal,-1.048795610244615,-0.6532453335566707,Low Risk,1.1927443456039284,0.0011782187118577,0.0056925349761911,0.0087453263645011,0.0214195020424252,-0.0376044503054856,-0.0003534324922124,-0.598126372019343,0.028854447759728,-0.0340852544457865,0.3104165389317184,0.0788454088550968,0.006265176379196155,0.5656132876728716,0.06769671444296066,-0.2511076867184641,0.10424809197460953,0.056086036880370595,0.0001253430452257063,0.004006785345613568,-0.03822276866346,0.0036257801188730246,-0.0016415197711716278,-0.22968572521051858,0.12771759258940882,0.3935296874449108,-0.0001948827440546836,0.007142967939458244,-0.0
Bagerhat,Rabi,Sweet Potato,November,Dec To March,April,2.3267711942265965,-1.707466453994524,Optimal,Loamy,Optimal,-1.048795610244615,-0.6532453335566707,Low Risk,-0.9000403206919869,-0.0263353383599417,-0.282601546715415,-0.4676078947293997,0.1009048154596746,-0.3313037485163032,-0.1983495663411547,-0.598126372019343,-0.0808613430945486,0.042817852234725,-0.23345107113557495,0.000838324103718731,0.02110917485502786,0.5656132876728716,0.13013304012268265,-0.7432907650381427,0.10424809197460953,-0.0008022045119791973,0.0012054279284180514,-0.1924466537377341,-0.07621713824348997,0.007852156398854834,-0.026487510847207643,-0.24512374200217815,0.04583216245585655,-0.011982468745987742,0.009743264764086186,0.06220037512037894,-0.0
Bagerhat,Kharif 1,Mango,April,April To May,April To June,0.9765855912740056,0.4988163488205434,Optimal,Loamy,Optimal,-0.3299955879675464,1.8447035988978144,High Risk,-0.3521528944116565,-0.1548344504330828,-5.648815236545335,-4.620360127124024,-0.5768573125469093,-3.9401690637208486,-0.0791546836363382,-0.3226295438199263,-0.9423293221713802,-0.4394395136007496,0.17444963641489503,-0.1551758453990374,0.02110917485502786,0.06986205535147705,0.24685453294698154,-0.10670437343225861,0.06522904172259651,-0.0366851169019865,0.009320943942488847,5.5530552893815555e-05,0.08418790955263922,-0.04254940823367403,-0.024581189134214917,-0.2375452677459629,-0.44481707463418185,-0.15413570510577174,-0.002294661778653437,0.002164430297743945,-0.0
Bagerhat,Kharif 1,Jack Fruit,April,April To May,April To June,0.9765855912740056,0.4988163488205434,Optimal,Loamy,Optimal,-0.3299955879675464,1.8447035988978144,High Risk,-0.3005288214410558,-4.932829817160118,-14.300886551462025,-7.967318962317332,-7.883442712234948,-27.24214991519022,3.913932944266102,-0.3226295438199263,-5.1915565862409245,-3.399026571746645,0.5483586183361594,-0.07716876064765933,0.03595317333085956,0.06986205535147705,0.17263499274089195,-0.16257812848465503,0.06522904172259651,0.07989651537482541,1.247601626626378,-0.943769226503814,0.08511240207362843,-0.9934911655968202,-0.6934706759344533,0.07998318710627558,0.0027628143197155927,-0.12559370855753468,-0.7819882320439199,-0.2611117349990248,-0.0
Bagerhat,Kharif 1,Ripe Papaya,April,April To May,April To May,0.9765855912740056,0.4988163488205434,Optimal,Loamy,Optimal,-0.3299955879675464,1.8447035988978144,High Risk,-0.5454761586366371,-1.193789228812501,-2.0699538793587533,-3.368612173045056,1.2292506825800351,-2.0797371794231023,-1.4911187755848774,0.520457135248168,-0.0854551374781851,0.049270839070262,0.1404579107856892,-0.12397301149848618,0.02110917485502786,0.06986205535147705,-0.490009686149731,0.12468904296927331,0.13266854207166398,-0.10222139367653617,1.2381435250574013,-0.10992219225107625,-0.152308685477408,0.044082351938761394,0.11336652848656771,-0.2213114422783611,0.14168527719622825,0.1359872740247177,-0.052195137461714926,-0.003308364354005107,-0.0
Bagerhat,Kharif 1,Aus,March,April To July,Aug,0.9765855912740056,0.4988163488205434,Optimal,Loamy,Optimal,-0.3299955879675464,1.8447035988978144,High Risk,0.8049843636581286,-0.0159478035836911,-0.0272007097295844,-0.043532293573611,0.0267220712225559,-0.000776510288426,-0.0155851229449172,-0.9914561809546548,0.0264565472977975,0.0019912268750596,0.3104165389317184,0.0788454088550968,0.006265176379196155,0.06986205535147705,-0.16006406056395736,0.05105373129967407,0.0517951472586683,-0.07829112582853523,2.5930166192929973e-05,-0.024632837502037118,0.030096025744504137,0.0001436859774235985,0.0008142907113015235,-0.13841672992266923,0.24945214000823934,0.1096590560095539,-0.0006396524517943128,3.856044696454138e-05,-0.0
Bagerhat,Rabi,Karala,February,March To July,Aug To Sep,2.3267711942265965,-1.707466453994524,Optimal,Loamy,Optimal,-1.048795610244615,-0.6532453335566707,Low Risk,-0.945813176106719,-0.080260129261687,-0.285268236738993,-0.1960519103680206,0.1689644370368895,-0.3261486289441311,0.0161099613790815,-1.3067838758816983,-0.0540708834332774,-0.23882172058945,-0.1314758942479575,-0.10837159454821056,0.02110917485502786,0.5656132876728716,0.018581405895707455,-0.46592215096724293,0.03741615469174996,-0.014870935048545574,-0.019664786962891298,-0.023028552738281523,-0.0693702706273694,0.00967351883173787,-0.014281041461055537,-0.016575142959983906,0.4919584128186495,0.09036224904878302,0.006684216861320046,0.03567521348793057,-0.0
Bagerhat,Kharif 2,Sugarcane,October,Nov To Aug,Aug To Sep,2.3267711942265965,-1.9994076742255185,Optimal,Loamy,Optimal,0.9814887747702328,-0.6532453335566707,Low Risk,-0.526287920955335,-0.880462556414459,-3.2601818058143968,-3.84652692869905,0.6848109866536686,-2.6510130703696304,-1.1076441393209098,-1.6304096680436642,-2.393035162361409,0.2218129307224198,0.2424330876733067,-0.0459659267471081,0.006265176379196155,-0.228003545066773,-0.02454703386860206,-0.04963803261130504,0.01750158752160488,-0.08174112677038599,-0.012322761803599503,-0.023228121216017004,-0.0004900006547969824,0.27286346132191447,0.0005161765387432957,-0.19140810048834964,0.10723569553583966,-0.006355773134254877,-0.003649051543170664,-0.16361351959869444,0.0013547106437488054
