Area,District,Avg Temp,Avg Humidity,Crop Name,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Silt,Bulk_Density,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Extreme_Heat_Risk,LST_C,Yield,Season,Transplant,Growth,Harvest
-0.1506890312246032,Pirojpur,-0.8048161692127929,-1.4426871179976384,Sweet Potato,-1.1551104060356752,-0.3030381195172394,-1.4890681768301077,-1.0815791456460553,-0.5779615267035467,-0.7785210168557304,-0.036572615437189045,-1.1904899313189528,0.742560862644989,-0.17269588439906003,2.0445883071697586,-0.7922971662530038,-1.56179470293044,-1.562785135577609,-1.1425750868722102,-1.0993734470731122,0.27323153161789826,-0.4296506945021395,0.5812187503492018,-0.7734102322578056,0.5075065469904022,Optimal,Loamy,-1.370427192012979,0.024910883703969985,0.5952451641402979,Optimal,-1.06086528768692,-0.7446537217513646,-1.4093444313694834,-0.37337859233924275,Low Risk,-1.5395834238497745,-0.17746590860718459,Rabi,November,Dec To March,April
-0.14964822873550596,Bandarban,1.2582763590185486,-0.2703641970819051,Cauliflower,-0.4893915597598571,1.1984869131647737,-1.1360676094244426,-1.5622361268371687,1.4589816487488143,-0.03131982852346746,2.865497899466371,0.9429010442452618,1.2059236867755811,1.1208664380555018,0.19973303910373214,2.059386737474628,0.3599115370361772,0.5945428510578304,-0.42661165478669366,0.47019536359620706,0.4022936872930132,-1.1455153181618372,0.8172027948005234,-0.386882992517891,0.15577174985266817,Optimal,Loamy,-1.481142115043373,-0.05520248256013751,-0.09608193934161942,Optimal,0.8272451764970498,-0.7446537217513646,0.5997531097441321,0.5302201477521575,Low Risk,-0.0006291976326044511,-0.009368071751983113,Kharif 2,September,Nov To Jan,Feb
-0.1626365764640319,Moulvibazar,1.4092343488891348,-0.39376660980987704,Lentil,0.50918670965387,0.5236442018470149,-0.3123996188112236,-1.754498919313614,1.7075065252766541,-0.03777015421071319,1.0380263287164486,0.9760862007893182,0.8418886548163712,1.052964093122831,-2.2641682522755637,2.2108669996493586,-0.2393450311326375,0.4468220321430611,-1.9265826469072966,-0.00432543962940101,0.8131038324863268,-0.9149003735758439,0.02111204243461822,0.7234595878814808,-0.35620994054683436,Optimal,Loamy,3.909560823723777,0.14915166012621905,-0.03037632812735547,Moderate,1.2789611347651189,0.03786242226507948,0.557307387044549,0.33303193348760735,Moderate Risk,-0.3436301217160777,-0.56138823950959,Kharif 2,October,Nov To Feb,Feb To March
-0.20476739388728046,Feni,0.32736875481660194,-0.4061068510826753,Safeda,1.6741946906365517,-1.5177549998892055,-0.3123996188112236,-0.02413378702560574,-0.4665171493285871,-0.6913433495380685,-0.02850834586966694,0.8749917072051263,0.0034273929703028086,-0.08709076887518277,0.3252770058027233,-0.41292109283549344,1.354524674762251,-1.2658752870453422,0.9181983872638685,-0.8803638455843712,2.319232634413572,0.18512327102567694,1.2010322646912284,-0.6946276101452115,0.9695978196509579,Optimal,Loamy,-1.2739136878839663,0.9210314639775024,-1.1980121413936289,Optimal,0.4601042651994086,-0.7194112654927696,-1.154670095171983,-0.16968966771432287,High Risk,-1.129839359349,-0.5730672375301931,Kharif 1,April,April To May,Jan To March
-0.20476739388728046,Netrokona,0.10093177001072332,0.43302955546753524,Palmyra Palm,0.34275699808491555,-0.3536513228660714,0.8642689392076606,0.4565231941655077,-0.6147904376700108,1.921784896963775,0.508191909119324,0.9721428277874501,1.1158167808287642,1.3201989842132589,0.6722913393376427,1.7358594815176833,0.9343604522094242,0.5841725860653975,-1.5915866356821056,-1.3548846488099793,0.4627668578274698,-1.0345086526636056,-0.03290840147592475,1.9298184889805767,0.48477222767248374,Optimal,Loamy,-0.5559846000817724,-0.0038230432127247527,0.1174005098561635,Optimal,-1.2943203760185145,-0.36601687787244,0.8119817232420491,3.611556858567436,Low Risk,-0.032085016860940695,0.32314218952450374,Rabi,September,Oct To Nov,Nov To Feb
-0.20476739388728046,Coxsbazar,0.8305620543852218,-1.1588615687233033,Sugarcane,-0.4893915597598571,1.1816158453818302,-2.312736167443327,-1.754498919313614,0.7390986185274031,2.0918411343742678,0.6710979744503681,0.9311380273420164,0.4391352855942931,2.015654153877505,-1.1274514444429906,0.37926478989658996,0.15628561481577702,0.5505813059321254,-0.18266858871146757,-0.07732864012565015,0.3014548437847813,0.04245066716110824,-0.530465121704617,-0.9555950458931798,1.4674395569545702,Optimal,Loamy,0.37482018885870566,0.5290897745451308,-0.11938957174279068,Moderate,2.6057841906115,-0.6941688092341746,1.7740847710992738,-0.12418469519173436,Low Risk,0.005593360225630682,-0.7224354753726425,Kharif 2,October,Nov To Aug,Aug To Sep
-0.20476739388728046,Chandpur,0.6041250695793432,-0.29504467962749986,Radish,0.50918670965387,1.4515529299089334,-1.4890681768301077,0.4565231941655077,-1.1863245260827728,-0.03612935702847238,0.5526208670529621,0.9500090191753972,1.219443276931034,0.7102752463696891,-0.36574483592465457,-0.224350139137681,1.024991474246977,-0.058193580800738866,-0.38782390054183524,0.7622081655811971,1.864541975485887,-0.3231629634222208,0.20023246171694778,0.6052856547125905,0.8733605069155094,Optimal,Loamy,-0.3639528113699363,0.058408794414006995,1.2009603470184884,Moderate,0.7547023528559449,-0.7446537217513646,0.06210728888274214,3.943093086946295,Low Risk,-0.041765192205580795,0.4725104273669532,Kharif 2,October,Nov To Feb,March
-0.15593641044046844,Dhaka,-0.5029001894716211,1.555991511292079,Wheat,-1.1551104060356752,0.979163031986502,0.2759346601982185,1.9946255339770707,-0.3086499851923653,-0.9204370713196034,-0.3688229384397591,0.6043496296552542,-0.8183297953714325,-1.2693852273406188,0.07624743074132033,-0.4568267941414274,-0.04244224945487882,-0.967034033690248,0.476013325344119,0.5066969638443299,0.7791418978278551,1.056609708773901,1.545057196963638,-1.3642798981022606,-0.77260748070049,Optimal,Loamy,-1.4078051559097393,-0.7694789839189607,0.8692062670675295,Optimal,-1.2908588235254312,-0.7446537217513646,-0.8575500362748987,-0.6399077171144041,Moderate Risk,-1.29434631711052,-0.5075653205358123,Rabi,December,Jan To March,April
-0.19032625935105632,Noakhali,0.8557217193636532,0.17388448873879314,Cabbage,-0.4893915597598571,-1.180333644230326,0.8642689392076606,-1.3699733343607234,2.3970845858382406,0.5415148889976735,2.501533635793937,0.7964505279850255,0.3173550538833118,0.1692898089695498,-0.44240005272302513,-0.20364713376474658,-0.7371595969135946,0.1451970249445642,0.5143240073354942,0.6162017645887021,0.07720286564517649,0.23142279446993855,0.5385710314724572,-0.7955678447269717,0.25442165114017634,Optimal,Loamy,-0.32782388013248825,-0.5080111617462748,-0.2171682500348083,Moderate,1.1237903874309452,-0.5427140716826048,0.3592273477798261,1.7155163367929154,Low Risk,0.5244094753439718,-0.3623393337674571,Kharif 2,September,Oct To Jan,Feb
-0.20476739388728046,Madaripur,0.0506124400538615,0.8155770349242475,Carrot,-0.4893915597598571,-0.15119850947074392,0.8642689392076606,1.8023627415006254,-0.09591286931297059,-0.4689495800174328,-0.13101884235859243,-1.7454435284437524,-0.8478816056558672,-1.2889709043649689,-0.9472045080311666,-0.2872406699927876,-0.08413303528041849,0.16194610564621761,-0.7552008052487149,1.3097321693030544,-1.0859339511018888,2.167761748358286,-0.08124248286956953,0.7333074156455549,0.6425565336517086,Optimal,Loamy,-0.10099562670171267,-0.31433192565872536,-0.5895848754481243,Moderate,0.6328324061884038,-0.7698961780099595,0.42997021894579823,0.157512753757623,Low Risk,0.15003975290832847,-0.12496252400284465,Kharif 2,October,Nov To Feb,March
-0.17065942898415642,Bagerhat,0.20157042992444693,-0.9120567432673595,Radish,0.34275699808491555,0.5405152696299591,-2.07740245583955,0.360391797927285,0.3497859984392254,1.6776882093166843,2.5111463582786215,0.9196620646957507,1.1543694863584169,1.049599846829081,-0.3231117709311723,0.8393643948034246,1.2247658562409645,0.24653087234693588,-1.3233913979480245,1.4192369700474232,-1.4275528982196537,-0.004293409976779574,-0.43664014017577757,0.5166552048359224,-0.6091657891935016,Optimal,Loamy,2.206375371475864,-0.15477770207416489,-0.37565419283810003,Optimal,0.9881407991082457,-0.7194112654927696,-0.2774584927139253,0.13801062267651368,Low Risk,0.4587354103513177,-0.08244856558263035,Kharif 2,October,Nov To Feb,March
