Area,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,EVI,LAI,FPAR,Soil_Moisture_mm,NDVI_Season_Mean,NDVI_Season_Max,NDVI_Season_Min,NDVI_Season_Std,NDVI_Season_Range,NDVI_Season_CV,Avg_Salinity_Index,pH,Organic_Carbon,Nitrogen,Clay,Sand,Silt,Bulk_Density,CN_Ratio,pH_Suitability,Dominant_Soil_Texture,sm_surface,sm_rootzone,Rootzone_Surface_Diff,Moisture_Ratio,Water_Availability_Cat,Rainfall,Heat_Stress_Days,Wind_Mean,Wind_Max,Rain_Temp_Ratio,Extreme_Heat_Risk,Is_Extreme_Heat,LST_C,is_extreme_Heat_Stress_Days,is_extreme_Wind_Max,Yield
0.000388710520646,Bagerhat,Rabi,0.271739130434783,0.151515151515151,Wheat,December,Jan To March,April,0.000184731179003,0.156250000000000,0.477272727272727,0.000000000000000,0.125000000000000,0.391145255684023,1.000000000000000,0.868196137921676,0.209503867897117,0.736023606909862,0.626614219282611,0.791334379790325,0.170854021585541,0.180512220981624,0.073983025583401,0.143601240036679,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.346050732109713,0.310767345688467,0.340960523007292,0.351494437742930,Optimal,0.049407158517278,0.000000000000000,0.336416868005897,0.377656945130994,0.066346236374560,Low Risk,0.000000000000000,0.021335951286758,0.000000000000000,0.000000000000000,0.772200772200772
0.000632784568494,Bagerhat,Rabi,0.391304347826087,0.272727272727273,Maize 2,December,Jan To March,April,0.000877241025917,0.375000000000000,0.409090909090909,0.142857142857143,0.125000000000000,0.391145255684023,1.000000000000000,0.868196137921676,0.209503867897117,0.736023606909862,0.626614219282611,0.791334379790325,0.170854021585541,0.180512220981624,0.073983025583401,0.143601240036679,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.346050732109713,0.310767345688467,0.340960523007292,0.351494437742930,Optimal,0.049407158517278,0.000000000000000,0.336416868005897,0.377656945130994,0.066346236374560,Low Risk,0.000000000000000,0.021335951286758,0.000000000000000,0.000000000000000,2.247030878859857
0.219121243029953,Bagerhat,Rabi,0.630434782608696,0.575757575757576,Boro,November,Dec To March,April,0.249482706283923,0.781250000000000,0.318181818181818,0.571428571428571,0.375000000000000,0.391145255684023,1.000000000000000,0.868196137921676,0.209503867897117,0.736023606909862,0.626614219282611,0.791334379790325,0.170854021585541,0.180512220981624,0.073983025583401,0.143601240036679,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.399670035058775,0.342012559350590,0.326879557455368,0.323080016083635,Optimal,0.049407158517278,0.000000000000000,0.336416868005897,0.377656945130994,0.066346236374560,Low Risk,0.000000000000000,0.021335951286758,0.000000000000000,0.000000000000000,1.847881242307772
0.000943150333041,Bagerhat,Rabi,0.391304347826087,0.757575757575758,Sweet Potato,November,Dec To March,April,0.002041325942848,0.281250000000000,0.545454545454545,0.714285714285714,0.625000000000000,0.391145255684023,1.000000000000000,0.868196137921676,0.209503867897117,0.736023606909862,0.626614219282611,0.791334379790325,0.170854021585541,0.180512220981624,0.073983025583401,0.143601240036679,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.399670035058775,0.342012559350590,0.326879557455368,0.323080016083635,Optimal,0.049407158517278,0.000000000000000,0.336416868005897,0.377656945130994,0.066346236374560,Low Risk,0.000000000000000,0.021335951286758,0.000000000000000,0.000000000000000,3.508771929824561
0.000575532631344,Bagerhat,Kharif 1,0.869565217391304,0.515151515151515,Mango,April,April To May,April To June,0.001774904594237,0.656250000000000,1.000000000000000,0.714285714285714,0.125000000000000,0.380316489527487,0.644626929315875,0.413194938685844,0.369506438836165,0.384179234774997,0.205252528725732,0.364915477933282,0.133548649470419,0.145744705727050,0.116342599521767,0.568187639406288,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.365436172406682,0.278143666717721,0.263766658285140,0.284345262029219,Optimal,0.187710397649575,1.000000000000000,0.587128090719561,0.528917449332674,0.165050210282379,High Risk,1.000000000000000,0.608659990537233,1.000000000000000,0.000000000000000,4.994778067885117
0.000141623212949,Bagerhat,Kharif 1,1.000000000000000,0.818181818181818,Jack Fruit,April,April To May,April To June,0.002355090457938,1.000000000000000,0.772727272727273,0.857142857142857,0.625000000000000,0.380316489527487,0.644626929315875,0.413194938685844,0.369506438836165,0.384179234774997,0.205252528725732,0.364915477933282,0.133548649470419,0.145744705727050,0.116342599521767,0.568187639406288,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.365436172406682,0.278143666717721,0.263766658285140,0.284345262029219,Optimal,0.187710397649575,1.000000000000000,0.587128090719561,0.528917449332674,0.165050210282379,High Risk,1.000000000000000,0.608659990537233,1.000000000000000,0.000000000000000,26.715789473684211
0.000134090063324,Bagerhat,Kharif 1,0.804347826086957,0.757575757575758,Ripe Papaya,April,April To May,April To May,0.000951504816471,0.625000000000000,0.909090909090909,0.714285714285714,0.625000000000000,0.380316489527487,0.644626929315875,0.413194938685844,0.369506438836165,0.384179234774997,0.205252528725732,0.364915477933282,0.133548649470419,0.145744705727050,0.116342599521767,0.568187639406288,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.260672303567746,0.220554449379691,0.297208951470958,0.351293392306661,Optimal,0.187710397649575,1.000000000000000,0.587128090719561,0.528917449332674,0.165050210282379,High Risk,1.000000000000000,0.608659990537233,1.000000000000000,0.000000000000000,11.400000000000000
0.021626165943233,Bagerhat,Kharif 1,0.630434782608696,0.575757575757576,Aus,March,April To July,Aug,0.014908455953682,0.781250000000000,0.318181818181818,0.571428571428571,0.375000000000000,0.380316489527487,0.644626929315875,0.413194938685844,0.369506438836165,0.384179234774997,0.205252528725732,0.364915477933282,0.133548649470419,0.145744705727050,0.116342599521767,0.568187639406288,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.448546091977727,0.342931536223005,0.268795574553684,0.271009248090068,Optimal,0.187710397649575,1.000000000000000,0.587128090719561,0.528917449332674,0.165050210282379,High Risk,1.000000000000000,0.608659990537233,1.000000000000000,0.000000000000000,1.118843608498781
0.001324327704062,Bagerhat,Rabi,0.608695652173913,0.939393939393939,Karala,February,March To July,Aug To Sep,0.001131594508564,0.375000000000000,0.863636363636364,0.714285714285714,1.000000000000000,0.391145255684023,1.000000000000000,0.868196137921676,0.209503867897117,0.736023606909862,0.626614219282611,0.791334379790325,0.170854021585541,0.180512220981624,0.073983025583401,0.143601240036679,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.487729428748195,0.370500842395466,0.266532562232839,0.256735022114998,Optimal,0.049407158517278,0.000000000000000,0.336416868005897,0.377656945130994,0.066346236374560,Low Risk,0.000000000000000,0.021335951286758,0.000000000000000,0.000000000000000,1.386363636363636
0.001282142066162,Bagerhat,Kharif 2,0.760869565217391,0.393939393939394,Sugarcane,October,Nov To Aug,Aug To Sep,0.008477211691720,0.718750000000000,0.681818181818182,0.571428571428571,0.000000000000000,0.490077235638692,1.000000000000000,0.754759630705648,0.991534558933740,0.730281291337642,0.707043604465886,0.641307825422997,0.403515233591477,0.432323827272229,0.157889076151223,0.087418836145713,0.314814814814816,1.000000000000000,1.000000000000000,0.166979461822064,0.224365820561790,0.879163108454313,0.083333333333332,0.193442622950820,Optimal,Loamy,0.527943905959992,0.399448613876551,0.264772441538848,0.236965554215253,Optimal,0.440051145864070,0.000000000000000,0.485245731283570,0.688086999505685,0.418590678911681,Low Risk,0.000000000000000,0.413473919530238,0.000000000000000,0.000000000000000,10.719483568075118
