Year,District,Season,Crops,Soil_Type,Area,Irrigation,Rainfall,Temperature,Humidity,Wind_Speed,NDVI,Yield,Price
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,1279,Drip,2903.1,27.0,57.0,10.411475409836063,0.4820666666666667,2570.0,200000
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,13283,Drip,2903.1,27.0,57.5,10.411475409836063,0.4820666666666667,27170.0,4847
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,52119,Drip,2903.1,27.0,57.0,10.411475409836063,0.4820666666666667,114744.0,51239
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,725,Drip,2996.6,27.0,55.0,10.411475409836063,0.4820666666666667,1402.0,216396
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,12885,Drip,2996.6,27.0,56.0,10.411475409836063,0.4820666666666667,23456.0,2644
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,51179,Drip,2996.6,27.0,54.0,10.411475409836063,0.4820666666666667,107809.0,44235
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,468,Drip,3522.8,27.2,58.0,10.411475409836063,0.4820666666666667,1132.0,203317
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,11841,Drip,3522.8,27.2,58.0,10.411475409836063,0.4820666666666667,23960.0,2134
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,50975,Drip,3522.8,27.2,59.0,10.411475409836063,0.4820666666666667,126487.0,45186
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,206,Drip,3729.8,27.0,50.0,10.411475409836063,0.4820666666666667,804.0,238542
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,10922,Drip,3729.8,27.0,54.0,10.411475409836063,0.4820666666666667,30362.0,1516
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,51390,Drip,3729.8,27.0,53.0,10.411475409836063,0.4820666666666667,124492.0,57259
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,177,Drip,2746.2,27.0,52.0,10.411475409836063,0.4820666666666667,792.0,234779
2004,Dakshina Kannada,Kharif,Coconut,Alluvial,10723,Drip,2746.2,27.0,51.0,10.411475409836063,0.4820666666666667,34153.0,1493
2004,Kodagu,Kharif,Coconut,Alluvial,51709,Drip,2746.2,27.0,57.0,6.525934426229509,0.5597888888888889,132551.0,64409
2004,Kodagu,Kharif,Coconut,Alluvial,146,Drip,3360.0,27.2,57.0,6.525934426229509,0.5597888888888889,338.0,249978
2004,Kodagu,Kharif,Coconut,Alluvial,10910,Drip,3360.0,27.2,60.0,6.525934426229509,0.5597888888888889,22966.0,637
2004,Kodagu,Kharif,Coconut,Alluvial,51355,Drip,3360.0,27.2,57.0,6.525934426229509,0.5597888888888889,131763.0,43311
2004,Kodagu,Kharif,Coconut,Alluvial,160,Drip,3605.4,27.1,57.0,6.525934426229509,0.5597888888888889,404.0,24848
2004,Kodagu,Kharif,Coconut,Alluvial,10912,Drip,3605.4,27.1,54.0,6.525934426229509,0.5597888888888889,24184.0,761
2004,Kodagu,Kharif,Coconut,Alluvial,51353,Drip,3605.4,27.1,54.5,6.525934426229509,0.5597888888888889,124387.0,45608
2004,Kodagu,Kharif,Coconut,Alluvial,142,Drip,3512.4,26.8,56.6,6.525934426229509,0.5597888888888889,343.0,234581
2004,Kodagu,Kharif,Coconut,Alluvial,10505,Drip,3512.4,26.8,55.5,6.525934426229509,0.5597888888888889,23099.0,646
2004,Kodagu,Kharif,Coconut,Alluvial,51040,Drip,3512.4,26.8,58.5,6.525934426229509,0.5597888888888889,117825.84,43562
2004,Kodagu,Kharif,Coconut,Alluvial,154,Drip,3296.0,37.0,59.5,6.525934426229509,0.5597888888888889,336.0,200000
2004,Kodagu,Kharif,Coconut,Alluvial,10318,Drip,3296.0,37.0,55.0,6.525934426229509,0.5597888888888889,22594.0,4847
2004,Kodagu,Kharif,Coconut,Alluvial,48083,Drip,3296.0,37.0,53.0,6.525934426229509,0.5597888888888889,116481.07,51239
2004,Kasaragodu,Kharif,Coconut,Alluvial,143,Drip,3550.0,38.0,53.5,10.411475409836063,0.7173888888888889,316.0,216396
2004,Kasaragodu,Kharif,Coconut,Alluvial,9283,Drip,3550.0,38.0,52.5,10.411475409836063,0.7173888888888889,21400.0,2644
2004,Kasaragodu,Kharif,Coconut,Alluvial,47200,Drip,3550.0,38.0,56.0,10.411475409836063,0.7173888888888889,122102.0,44235
2004,Kasaragodu,Kharif,Coconut,Alluvial,158,Drip,3654.0,39.0,57.0,10.411475409836063,0.7173888888888889,382.0,203317
2004,Kasaragodu,Kharif,Coconut,Alluvial,8982,Drip,3654.0,39.0,57.5,10.411475409836063,0.7173888888888889,19578.0,2134
2004,Kasaragodu,Kharif,Coconut,Alluvial,46990,Drip,3654.0,39.0,57.0,10.411475409836063,0.7173888888888889,121037.0,45186
2004,Kasaragodu,Kharif,Coconut,Alluvial,103,Drip,233.0,40.0,55.0,10.411475409836063,0.7173888888888889,231.0,238542
2004,Kasaragodu,Kharif,Coconut,Alluvial,8239,Drip,233.0,40.0,56.0,10.411475409836063,0.7173888888888889,18951.0,1516
2004,Kasaragodu,Kharif,Coconut,Alluvial,44563,Drip,233.0,40.0,54.0,10.411475409836063,0.7173888888888889,110579.0,57259
2004,Kasaragodu,Kharif,Coconut,Alluvial,96,Drip,234.0,41.0,58.0,10.411475409836063,0.7173888888888889,221.0,234779
2004,Kasaragodu,Kharif,Coconut,Alluvial,6949,Drip,234.0,41.0,58.0,10.411475409836063,0.7173888888888889,15362.0,1493
