State,Station_ID,Date,Year,Month,Precipitation_mm,Attributes
Minnesota,GHCND:US1MNAT0004,2015-01-01T00:00:00,2015,01,9.0,",,,N"
Minnesota,GHCND:US1MNBK0006,2015-01-01T00:00:00,2015,01,13.2,",,,N"
Minnesota,GHCND:US1MNBW0001,2015-01-01T00:00:00,2015,01,11.1,",,,N"
Minnesota,GHCND:US1MNBW0002,2015-01-01T00:00:00,2015,01,16.5,",,,N"
Minnesota,GHCND:US1MNBW0008,2015-01-01T00:00:00,2015,01,13.2,",,,N"
Minnesota,GHCND:US1MNCG0001,2015-01-01T00:00:00,2015,01,6.0,",,,N"
Minnesota,GHCND:US1MNCG0007,2015-01-01T00:00:00,2015,01,7.2,"2,,,N"
Minnesota,GHCND:US1MNCG0016,2015-01-01T00:00:00,2015,01,5.0,"2,a,,N"
Minnesota,GHCND:US1MNCK0003,2015-01-01T00:00:00,2015,01,21.7,"1,,,N"
Minnesota,GHCND:US1MNCN0001,2015-01-01T00:00:00,2015,01,11.2,"3,,,N"
Minnesota,GHCND:US1MNCN0006,2015-01-01T00:00:00,2015,01,6.1,",,,N"
Minnesota,GHCND:US1MNCP0001,2015-01-01T00:00:00,2015,01,9.9,",,,N"
Minnesota,GHCND:US1MNCS0001,2015-01-01T00:00:00,2015,01,6.3,"3,,,N"
Minnesota,GHCND:US1MNCV0008,2015-01-01T00:00:00,2015,01,7.0,",,,N"
Minnesota,GHCND:US1MNCV0022,2015-01-01T00:00:00,2015,01,9.4,",,,N"
Minnesota,GHCND:US1MNCW0003,2015-01-01T00:00:00,2015,01,7.0,",,,N"
Minnesota,GHCND:US1MNCW0015,2015-01-01T00:00:00,2015,01,3.0,"5,,,N"
Minnesota,GHCND:US1MNCY0001,2015-01-01T00:00:00,2015,01,9.3,"5,,,N"
Minnesota,GHCND:US1MNDD0003,2015-01-01T00:00:00,2015,01,12.6,",,,N"
Minnesota,GHCND:US1MNDD0010,2015-01-01T00:00:00,2015,01,11.7,",a,,N"
Minnesota,GHCND:US1MNDD0011,2015-01-01T00:00:00,2015,01,10.1,",,,N"
Minnesota,GHCND:US1MNDK0011,2015-01-01T00:00:00,2015,01,4.1,",,,N"
Minnesota,GHCND:US1MNDK0014,2015-01-01T00:00:00,2015,01,7.8,",,,N"
Minnesota,GHCND:US1MNDK0023,2015-01-01T00:00:00,2015,01,7.9,",,,N"
Minnesota,GHCND:US1MNDK0026,2015-01-01T00:00:00,2015,01,7.1,",,,N"
Minnesota,GHCND:US1MNDK0051,2015-01-01T00:00:00,2015,01,11.0,",,,N"
Minnesota,GHCND:US1MNDK0053,2015-01-01T00:00:00,2015,01,8.2,"2,a,,N"
Minnesota,GHCND:US1MNDK0056,2015-01-01T00:00:00,2015,01,5.0,"3,,,N"
Minnesota,GHCND:US1MNDS0006,2015-01-01T00:00:00,2015,01,8.3,",,,N"
Minnesota,GHCND:US1MNFM0004,2015-01-01T00:00:00,2015,01,0.0,",T,,N"
Minnesota,GHCND:US1MNFM0006,2015-01-01T00:00:00,2015,01,28.0,",,,N"
Minnesota,GHCND:US1MNFM0010,2015-01-01T00:00:00,2015,01,12.0,",a,,N"
Minnesota,GHCND:US1MNGH0003,2015-01-01T00:00:00,2015,01,8.2,",,,N"
Minnesota,GHCND:US1MNGH0004,2015-01-01T00:00:00,2015,01,14.0,",a,,N"
Minnesota,GHCND:US1MNHN0014,2015-01-01T00:00:00,2015,01,7.6,",,,N"
Minnesota,GHCND:US1MNHN0017,2015-01-01T00:00:00,2015,01,5.6,"4,,,N"
Minnesota,GHCND:US1MNHN0019,2015-01-01T00:00:00,2015,01,6.4,",a,,N"
Minnesota,GHCND:US1MNHN0022,2015-01-01T00:00:00,2015,01,10.5,",a,,N"
Minnesota,GHCND:US1MNHN0028,2015-01-01T00:00:00,2015,01,7.2,"2,,,N"
Minnesota,GHCND:US1MNHN0031,2015-01-01T00:00:00,2015,01,4.1,",,,N"
Minnesota,GHCND:US1MNHN0072,2015-01-01T00:00:00,2015,01,4.6,",,,N"
Minnesota,GHCND:US1MNHN0078,2015-01-01T00:00:00,2015,01,7.5,",,,N"
Minnesota,GHCND:US1MNHN0088,2015-01-01T00:00:00,2015,01,7.2,",,,N"
Minnesota,GHCND:US1MNHN0089,2015-01-01T00:00:00,2015,01,6.7,"1,,,N"
Minnesota,GHCND:US1MNHN0099,2015-01-01T00:00:00,2015,01,7.5,",,,N"
Minnesota,GHCND:US1MNHN0108,2015-01-01T00:00:00,2015,01,7.7,",,,N"
Minnesota,GHCND:US1MNHN0110,2015-01-01T00:00:00,2015,01,8.2,",,,N"
Minnesota,GHCND:US1MNIT0001,2015-01-01T00:00:00,2015,01,10.9,"2,,,N"
Minnesota,GHCND:US1MNIT0007,2015-01-01T00:00:00,2015,01,8.1,",a,,N"
Minnesota,GHCND:US1MNKD0003,2015-01-01T00:00:00,2015,01,11.3,",,,N"
Minnesota,GHCND:US1MNKD0010,2015-01-01T00:00:00,2015,01,7.1,"3,,,N"
Minnesota,GHCND:US1MNLK0002,2015-01-01T00:00:00,2015,01,14.6,"2,,,N"
Minnesota,GHCND:US1MNLK0004,2015-01-01T00:00:00,2015,01,16.1,",,,N"
Minnesota,GHCND:US1MNLK0005,2015-01-01T00:00:00,2015,01,14.3,",a,,N"
Minnesota,GHCND:US1MNLK0009,2015-01-01T00:00:00,2015,01,18.5,"3,,,N"
Minnesota,GHCND:US1MNLY0002,2015-01-01T00:00:00,2015,01,14.8,"1,,,N"
Minnesota,GHCND:US1MNMC0005,2015-01-01T00:00:00,2015,01,7.1,",,,N"
Minnesota,GHCND:US1MNMK0007,2015-01-01T00:00:00,2015,01,6.2,",,,N"
Minnesota,GHCND:US1MNML0001,2015-01-01T00:00:00,2015,01,4.6,",a,,N"
Minnesota,GHCND:US1MNMR0004,2015-01-01T00:00:00,2015,01,4.9,",,,N"
Minnesota,GHCND:US1MNMS0005,2015-01-01T00:00:00,2015,01,14.5,"1,,,N"
Minnesota,GHCND:US1MNMY0002,2015-01-01T00:00:00,2015,01,11.1,",,,N"
Minnesota,GHCND:US1MNNC0003,2015-01-01T00:00:00,2015,01,9.9,"2,,,N"
Minnesota,GHCND:US1MNNR0001,2015-01-01T00:00:00,2015,01,9.3,",,,N"
Minnesota,GHCND:US1MNOT0003,2015-01-01T00:00:00,2015,01,6.4,"5,,,N"
Minnesota,GHCND:US1MNOT0006,2015-01-01T00:00:00,2015,01,11.3,",,,N"
Minnesota,GHCND:US1MNOT0009,2015-01-01T00:00:00,2015,01,5.8,"1,,,N"
Minnesota,GHCND:US1MNOT0013,2015-01-01T00:00:00,2015,01,5.9,"1,,,N"
Minnesota,GHCND:US1MNPN0006,2015-01-01T00:00:00,2015,01,4.8,"1,,,N"
Minnesota,GHCND:US1MNPP0003,2015-01-01T00:00:00,2015,01,6.9,",a,,N"
Minnesota,GHCND:US1MNRC0001,2015-01-01T00:00:00,2015,01,8.9,",,,N"
Minnesota,GHCND:US1MNRC0011,2015-01-01T00:00:00,2015,01,7.2,",,,N"
Minnesota,GHCND:US1MNRM0002,2015-01-01T00:00:00,2015,01,6.8,"1,,,N"
Minnesota,GHCND:US1MNRM0007,2015-01-01T00:00:00,2015,01,8.5,",,,N"
Minnesota,GHCND:US1MNRM0015,2015-01-01T00:00:00,2015,01,12.0,",,,N"
Minnesota,GHCND:US1MNRV0005,2015-01-01T00:00:00,2015,01,3.0,"1,,,N"
Minnesota,GHCND:US1MNSB0004,2015-01-01T00:00:00,2015,01,6.3,"4,a,,N"
Minnesota,GHCND:US1MNSE0002,2015-01-01T00:00:00,2015,01,17.3,"1,,,N"
Minnesota,GHCND:US1MNSE0003,2015-01-01T00:00:00,2015,01,15.2,",,,N"
Minnesota,GHCND:US1MNSH0010,2015-01-01T00:00:00,2015,01,6.0,",,,N"
Minnesota,GHCND:US1MNSH0017,2015-01-01T00:00:00,2015,01,4.8,",a,,N"
Minnesota,GHCND:US1MNSH0985,2015-01-01T00:00:00,2015,01,3.6,"1,,,N"
Minnesota,GHCND:US1MNSL0002,2015-01-01T00:00:00,2015,01,55.4,"1,,,N"
Minnesota,GHCND:US1MNSL0005,2015-01-01T00:00:00,2015,01,10.9,"1,,,N"
Minnesota,GHCND:US1MNSL0006,2015-01-01T00:00:00,2015,01,7.2,",,,N"
Minnesota,GHCND:US1MNSL0015,2015-01-01T00:00:00,2015,01,14.8,",,,N"
Minnesota,GHCND:US1MNSL0020,2015-01-01T00:00:00,2015,01,8.5,",,,N"
Minnesota,GHCND:US1MNSL0034,2015-01-01T00:00:00,2015,01,18.7,"4,a,,N"
Minnesota,GHCND:US1MNSL0076,2015-01-01T00:00:00,2015,01,7.9,"3,,,N"
Minnesota,GHCND:US1MNSL0080,2015-01-01T00:00:00,2015,01,62.2,"1,a,,N"
Minnesota,GHCND:US1MNSL0082,2015-01-01T00:00:00,2015,01,1.8,",,,N"
Minnesota,GHCND:US1MNSR0009,2015-01-01T00:00:00,2015,01,5.2,",,,N"
Minnesota,GHCND:US1MNWB0004,2015-01-01T00:00:00,2015,01,9.2,",a,,N"
Minnesota,GHCND:US1MNWD0980,2015-01-01T00:00:00,2015,01,5.6,",,,N"
Minnesota,GHCND:US1MNWG0002,2015-01-01T00:00:00,2015,01,10.1,"1,,,N"
Minnesota,GHCND:US1MNWG0016,2015-01-01T00:00:00,2015,01,8.4,"2,,,N"
Minnesota,GHCND:US1MNWG0020,2015-01-01T00:00:00,2015,01,9.8,",,,N"
Minnesota,GHCND:US1MNWG0033,2015-01-01T00:00:00,2015,01,8.4,",,,N"
Minnesota,GHCND:US1MNWG0035,2015-01-01T00:00:00,2015,01,9.5,"2,,,N"
Minnesota,GHCND:US1MNWK0003,2015-01-01T00:00:00,2015,01,10.3,"1,,,N"
Minnesota,GHCND:US1MNWN0002,2015-01-01T00:00:00,2015,01,0.0,",,,N"
Minnesota,GHCND:US1MNWR0008,2015-01-01T00:00:00,2015,01,11.9,",,,N"
