State,Station_ID,Date,Year,Month,Precipitation_mm,Attributes
Virginia,GHCND:US1VAAB0006,2015-01-01T00:00:00,2015,01,47.3,",,,N"
Virginia,GHCND:US1VAAB0010,2015-01-01T00:00:00,2015,01,52.0,"2,a,,N"
Virginia,GHCND:US1VAAB0012,2015-01-01T00:00:00,2015,01,68.7,",,,N"
Virginia,GHCND:US1VAAC0006,2015-01-01T00:00:00,2015,01,113.7,"4,,,N"
Virginia,GHCND:US1VAAC0007,2015-01-01T00:00:00,2015,01,115.3,"2,,,N"
Virginia,GHCND:US1VAAC0008,2015-01-01T00:00:00,2015,01,109.3,",,,N"
Virginia,GHCND:US1VAAC0011,2015-01-01T00:00:00,2015,01,112.0,",,,N"
Virginia,GHCND:US1VAAG0006,2015-01-01T00:00:00,2015,01,50.2,"3,,,N"
Virginia,GHCND:US1VAAG0007,2015-01-01T00:00:00,2015,01,53.4,"2,,,N"
Virginia,GHCND:US1VAAL0003,2015-01-01T00:00:00,2015,01,56.7,",,,N"
Virginia,GHCND:US1VAAM0001,2015-01-01T00:00:00,2015,01,60.0,",,,N"
Virginia,GHCND:US1VABD0003,2015-01-01T00:00:00,2015,01,40.1,"5,,,N"
Virginia,GHCND:US1VABD0004,2015-01-01T00:00:00,2015,01,46.0,"1,,,N"
Virginia,GHCND:US1VABD0010,2015-01-01T00:00:00,2015,01,35.4,",,,N"
Virginia,GHCND:US1VABD0016,2015-01-01T00:00:00,2015,01,50.9,"1,a,,N"
Virginia,GHCND:US1VABD0019,2015-01-01T00:00:00,2015,01,52.3,",,,N"
Virginia,GHCND:US1VABH0001,2015-01-01T00:00:00,2015,01,64.8,"1,,,N"
Virginia,GHCND:US1VABR0002,2015-01-01T00:00:00,2015,01,66.5,",,,N"
Virginia,GHCND:US1VABT0002,2015-01-01T00:00:00,2015,01,46.7,",,,N"
Virginia,GHCND:US1VABT0003,2015-01-01T00:00:00,2015,01,43.1,",,,N"
Virginia,GHCND:US1VACH0003,2015-01-01T00:00:00,2015,01,50.2,",a,,N"
Virginia,GHCND:US1VACHC002,2015-01-01T00:00:00,2015,01,92.5,",,,N"
Virginia,GHCND:US1VACK0002,2015-01-01T00:00:00,2015,01,63.3,",,,N"
Virginia,GHCND:US1VACM0003,2015-01-01T00:00:00,2015,01,50.4,",,,N"
Virginia,GHCND:US1VACM0004,2015-01-01T00:00:00,2015,01,54.4,"1,,,N"
Virginia,GHCND:US1VACM0012,2015-01-01T00:00:00,2015,01,50.3,"1,,,N"
Virginia,GHCND:US1VACP0002,2015-01-01T00:00:00,2015,01,68.7,"1,a,,N"
Virginia,GHCND:US1VACP0004,2015-01-01T00:00:00,2015,01,73.8,"1,,,N"
Virginia,GHCND:US1VACP0007,2015-01-01T00:00:00,2015,01,54.3,",a,,N"
Virginia,GHCND:US1VACR0003,2015-01-01T00:00:00,2015,01,31.6,",,,N"
Virginia,GHCND:US1VACS0015,2015-01-01T00:00:00,2015,01,80.9,",,,N"
Virginia,GHCND:US1VACS0019,2015-01-01T00:00:00,2015,01,70.2,",a,,N"
Virginia,GHCND:US1VACS0020,2015-01-01T00:00:00,2015,01,70.8,",,,N"
Virginia,GHCND:US1VACS0024,2015-01-01T00:00:00,2015,01,61.1,"5,,,N"
Virginia,GHCND:US1VACS0026,2015-01-01T00:00:00,2015,01,63.8,"5,,,N"
Virginia,GHCND:US1VAFD0001,2015-01-01T00:00:00,2015,01,66.3,",,,N"
Virginia,GHCND:US1VAFD0002,2015-01-01T00:00:00,2015,01,66.7,",,,N"
Virginia,GHCND:US1VAFD0003,2015-01-01T00:00:00,2015,01,60.3,",,,N"
Virginia,GHCND:US1VAFD0005,2015-01-01T00:00:00,2015,01,60.3,",,,N"
Virginia,GHCND:US1VAFDC002,2015-01-01T00:00:00,2015,01,71.2,"3,,,N"
Virginia,GHCND:US1VAFL0002,2015-01-01T00:00:00,2015,01,40.5,",a,,N"
Virginia,GHCND:US1VAFL0006,2015-01-01T00:00:00,2015,01,43.3,",,,N"
Virginia,GHCND:US1VAFQ0001,2015-01-01T00:00:00,2015,01,75.0,"1,,,N"
Virginia,GHCND:US1VAFQ0003,2015-01-01T00:00:00,2015,01,61.9,",,,N"
Virginia,GHCND:US1VAFQ0004,2015-01-01T00:00:00,2015,01,63.4,",,,N"
Virginia,GHCND:US1VAFQ0013,2015-01-01T00:00:00,2015,01,82.1,"4,,,N"
Virginia,GHCND:US1VAFR0001,2015-01-01T00:00:00,2015,01,39.9,"4,,,N"
Virginia,GHCND:US1VAFR0004,2015-01-01T00:00:00,2015,01,51.0,",a,,N"
