State,Station_ID,Date,Year,Month,Precipitation_mm,Attributes
Pennsylvania,GHCND:US1PAAD0002,2015-01-01T00:00:00,2015,01,70.4,",,,N"
Pennsylvania,GHCND:US1PAAD0003,2015-01-01T00:00:00,2015,01,72.4,",,,N"
Pennsylvania,GHCND:US1PAAD0005,2015-01-01T00:00:00,2015,01,72.0,",,,N"
Pennsylvania,GHCND:US1PAAD0006,2015-01-01T00:00:00,2015,01,76.4,",,,N"
Pennsylvania,GHCND:US1PAAD0007,2015-01-01T00:00:00,2015,01,75.3,",,,N"
Pennsylvania,GHCND:US1PAAD0008,2015-01-01T00:00:00,2015,01,77.5,",,,N"
Pennsylvania,GHCND:US1PAAD0010,2015-01-01T00:00:00,2015,01,61.6,"1,a,,N"
Pennsylvania,GHCND:US1PAAD0011,2015-01-01T00:00:00,2015,01,67.2,",,,N"
Pennsylvania,GHCND:US1PAAD0012,2015-01-01T00:00:00,2015,01,73.7,",,,N"
Pennsylvania,GHCND:US1PAAD0013,2015-01-01T00:00:00,2015,01,61.4,",,,N"
Pennsylvania,GHCND:US1PAAD0015,2015-01-01T00:00:00,2015,01,70.3,",,,N"
Pennsylvania,GHCND:US1PAAD0020,2015-01-01T00:00:00,2015,01,69.5,",,,N"
Pennsylvania,GHCND:US1PAAD0021,2015-01-01T00:00:00,2015,01,77.7,",,,N"
Pennsylvania,GHCND:US1PAAD0024,2015-01-01T00:00:00,2015,01,74.9,",,,N"
Pennsylvania,GHCND:US1PAAD0026,2015-01-01T00:00:00,2015,01,68.4,",,,N"
Pennsylvania,GHCND:US1PAAD0030,2015-01-01T00:00:00,2015,01,56.2,",,,N"
Pennsylvania,GHCND:US1PAAD0033,2015-01-01T00:00:00,2015,01,64.1,",,,N"
Pennsylvania,GHCND:US1PAAD0034,2015-01-01T00:00:00,2015,01,23.2,",,,N"
Pennsylvania,GHCND:US1PAAD0035,2015-01-01T00:00:00,2015,01,62.7,",,,N"
Pennsylvania,GHCND:US1PAAD0036,2015-01-01T00:00:00,2015,01,64.0,",a,,N"
Pennsylvania,GHCND:US1PAAD0043,2015-01-01T00:00:00,2015,01,78.8,",,,N"
Pennsylvania,GHCND:US1PAAD0044,2015-01-01T00:00:00,2015,01,67.8,",a,,N"
Pennsylvania,GHCND:US1PAAD0045,2015-01-01T00:00:00,2015,01,63.1,"1,,,N"
Pennsylvania,GHCND:US1PAAD0047,2015-01-01T00:00:00,2015,01,74.3,",,,N"
Pennsylvania,GHCND:US1PAAD0053,2015-01-01T00:00:00,2015,01,69.5,",,,N"
Pennsylvania,GHCND:US1PAAD0054,2015-01-01T00:00:00,2015,01,74.0,",,,N"
Pennsylvania,GHCND:US1PAAD0055,2015-01-01T00:00:00,2015,01,56.7,"4,a,,N"
Pennsylvania,GHCND:US1PAAL0001,2015-01-01T00:00:00,2015,01,74.9,"1,,,N"
Pennsylvania,GHCND:US1PAAL0031,2015-01-01T00:00:00,2015,01,57.2,"2,a,,N"
