State,Station_ID,Date,Year,Month,Precipitation_mm,Attributes
Vermont,GHCND:US1VTAD0007,2015-01-01T00:00:00,2015,01,65.6,",,,N"
Vermont,GHCND:US1VTCH0004,2015-01-01T00:00:00,2015,01,49.4,",,,N"
Vermont,GHCND:US1VTCH0011,2015-01-01T00:00:00,2015,01,50.7,"4,a,,N"
Vermont,GHCND:US1VTCH0013,2015-01-01T00:00:00,2015,01,57.2,"2,,,N"
Vermont,GHCND:US1VTCH0015,2015-01-01T00:00:00,2015,01,59.1,",,,N"
Vermont,GHCND:US1VTCH0019,2015-01-01T00:00:00,2015,01,44.7,",,,N"
Vermont,GHCND:US1VTCL0001,2015-01-01T00:00:00,2015,01,78.3,"1,a,,N"
Vermont,GHCND:US1VTCL0005,2015-01-01T00:00:00,2015,01,40.1,"2,a,,N"
Vermont,GHCND:US1VTCL0018,2015-01-01T00:00:00,2015,01,66.8,"1,,,N"
Vermont,GHCND:US1VTCL0019,2015-01-01T00:00:00,2015,01,74.0,"1,,,N"
Vermont,GHCND:US1VTFR0012,2015-01-01T00:00:00,2015,01,40.1,"1,a,,N"
Vermont,GHCND:US1VTGI0003,2015-01-01T00:00:00,2015,01,33.5,"2,,,N"
Vermont,GHCND:US1VTLM0001,2015-01-01T00:00:00,2015,01,68.5,",,,N"
Vermont,GHCND:US1VTLM0007,2015-01-01T00:00:00,2015,01,55.1,"2,a,,N"
Vermont,GHCND:US1VTOG0007,2015-01-01T00:00:00,2015,01,64.7,"1,,,N"
Vermont,GHCND:US1VTOL0001,2015-01-01T00:00:00,2015,01,73.9,"2,,,N"
Vermont,GHCND:US1VTOL0002,2015-01-01T00:00:00,2015,01,73.4,",,,N"
Vermont,GHCND:US1VTOL0009,2015-01-01T00:00:00,2015,01,79.9,",,,N"
Vermont,GHCND:US1VTOL0012,2015-01-01T00:00:00,2015,01,122.8,",,,N"
Vermont,GHCND:US1VTRT0001,2015-01-01T00:00:00,2015,01,80.5,",,,N"
Vermont,GHCND:US1VTWH0006,2015-01-01T00:00:00,2015,01,90.6,",,,N"
Vermont,GHCND:US1VTWH0012,2015-01-01T00:00:00,2015,01,107.4,"1,,,N"
Vermont,GHCND:US1VTWR0002,2015-01-01T00:00:00,2015,01,84.0,",,,N"
Vermont,GHCND:US1VTWR0003,2015-01-01T00:00:00,2015,01,65.8,"4,a,,N"
Vermont,GHCND:US1VTWR0006,2015-01-01T00:00:00,2015,01,89.4,"1,,,N"
Vermont,GHCND:US1VTWR0009,2015-01-01T00:00:00,2015,01,69.1,",,,N"
Vermont,GHCND:US1VTWS0003,2015-01-01T00:00:00,2015,01,61.3,",,,N"
Vermont,GHCND:US1VTWS0005,2015-01-01T00:00:00,2015,01,59.0,",a,,N"
Vermont,GHCND:US1VTWS0007,2015-01-01T00:00:00,2015,01,68.3,",a,,N"
Vermont,GHCND:US1VTWS0010,2015-01-01T00:00:00,2015,01,60.1,"4,,,N"
Vermont,GHCND:US1VTWS0012,2015-01-01T00:00:00,2015,01,120.5,",a,,N"
Vermont,GHCND:US1VTWS0013,2015-01-01T00:00:00,2015,01,68.6,"1,a,,N"
Vermont,GHCND:US1VTWS0015,2015-01-01T00:00:00,2015,01,66.3,"2,,,N"
Vermont,GHCND:US1VTWS0018,2015-01-01T00:00:00,2015,01,59.1,"3,,,N"
Vermont,GHCND:US1VTWS0019,2015-01-01T00:00:00,2015,01,71.0,",,,N"
Vermont,GHCND:US1VTWS0022,2015-01-01T00:00:00,2015,01,80.6,"1,,,N"
