State,Station_ID,Date,Year,Month,Precipitation_mm,Attributes
Georgia,GHCND:US1GAAT0002,2015-01-01T00:00:00,2015,01,88.7,",,,N"
Georgia,GHCND:US1GABB0006,2015-01-01T00:00:00,2015,01,68.8,",,,N"
Georgia,GHCND:US1GABB0016,2015-01-01T00:00:00,2015,01,62.2,",,,N"
Georgia,GHCND:US1GABD0001,2015-01-01T00:00:00,2015,01,68.7,",,,N"
Georgia,GHCND:US1GABL0001,2015-01-01T00:00:00,2015,01,102.9,",a,,N"
Georgia,GHCND:US1GABN0001,2015-01-01T00:00:00,2015,01,130.5,",,,N"
Georgia,GHCND:US1GABR0002,2015-01-01T00:00:00,2015,01,96.3,",,,N"
Georgia,GHCND:US1GABR0006,2015-01-01T00:00:00,2015,01,76.0,",,,N"
Georgia,GHCND:US1GABS0003,2015-01-01T00:00:00,2015,01,64.0,",,,N"
Georgia,GHCND:US1GABU0012,2015-01-01T00:00:00,2015,01,65.2,",a,,N"
Georgia,GHCND:US1GABW0004,2015-01-01T00:00:00,2015,01,80.3,",a,,N"
Georgia,GHCND:US1GABY0001,2015-01-01T00:00:00,2015,01,99.2,",,,N"
Georgia,GHCND:US1GACB0002,2015-01-01T00:00:00,2015,01,139.5,",,,N"
Georgia,GHCND:US1GACB0003,2015-01-01T00:00:00,2015,01,133.2,"1,a,,N"
Georgia,GHCND:US1GACB0006,2015-01-01T00:00:00,2015,01,133.2,",,,N"
Georgia,GHCND:US1GACB0016,2015-01-01T00:00:00,2015,01,112.6,"1,,,N"
Georgia,GHCND:US1GACE0001,2015-01-01T00:00:00,2015,01,136.9,",a,,N"
Georgia,GHCND:US1GACE0012,2015-01-01T00:00:00,2015,01,129.6,",,,N"
Georgia,GHCND:US1GACE0022,2015-01-01T00:00:00,2015,01,131.8,",,,N"
Georgia,GHCND:US1GACE0025,2015-01-01T00:00:00,2015,01,130.5,",a,,N"
Georgia,GHCND:US1GACE0033,2015-01-01T00:00:00,2015,01,138.7,",,,N"
Georgia,GHCND:US1GACE0034,2015-01-01T00:00:00,2015,01,119.9,"3,,,N"
Georgia,GHCND:US1GACF0001,2015-01-01T00:00:00,2015,01,99.9,",,,N"
Georgia,GHCND:US1GACF0003,2015-01-01T00:00:00,2015,01,91.9,",,,N"
Georgia,GHCND:US1GACG0011,2015-01-01T00:00:00,2015,01,101.5,",,,N"
Georgia,GHCND:US1GACK0006,2015-01-01T00:00:00,2015,01,88.0,"2,,,N"
Georgia,GHCND:US1GACK0010,2015-01-01T00:00:00,2015,01,91.9,",,,N"
Georgia,GHCND:US1GACK0011,2015-01-01T00:00:00,2015,01,72.7,",,,N"
Georgia,GHCND:US1GACK0012,2015-01-01T00:00:00,2015,01,64.2,"1,,,N"
Georgia,GHCND:US1GACK0017,2015-01-01T00:00:00,2015,01,77.6,",,,N"
Georgia,GHCND:US1GACL0005,2015-01-01T00:00:00,2015,01,144.7,",,,N"
Georgia,GHCND:US1GACL0006,2015-01-01T00:00:00,2015,01,120.3,",,,N"
