State,Station_ID,Date,Year,Month,Precipitation_mm,Attributes
Oregon,GHCND:US1ORBK0008,2015-01-01T00:00:00,2015,01,20.4,",,,N"
Oregon,GHCND:US1ORBN0002,2015-01-01T00:00:00,2015,01,90.8,"2,,,N"
Oregon,GHCND:US1ORBN0005,2015-01-01T00:00:00,2015,01,102.3,"2,a,,N"
Oregon,GHCND:US1ORBN0013,2015-01-01T00:00:00,2015,01,136.7,",,,N"
Oregon,GHCND:US1ORBN0017,2015-01-01T00:00:00,2015,01,102.8,",,,N"
Oregon,GHCND:US1ORBN0018,2015-01-01T00:00:00,2015,01,84.0,",,,N"
Oregon,GHCND:US1ORBN0019,2015-01-01T00:00:00,2015,01,81.0,"1,,,N"
Oregon,GHCND:US1ORBN0021,2015-01-01T00:00:00,2015,01,92.2,"3,,,N"
Oregon,GHCND:US1ORBN0022,2015-01-01T00:00:00,2015,01,96.7,"1,a,,N"
Oregon,GHCND:US1ORBN0028,2015-01-01T00:00:00,2015,01,93.5,",,,N"
Oregon,GHCND:US1ORBN0030,2015-01-01T00:00:00,2015,01,125.5,"1,,,N"
Oregon,GHCND:US1ORBN0032,2015-01-01T00:00:00,2015,01,68.5,",,,N"
Oregon,GHCND:US1ORBN0040,2015-01-01T00:00:00,2015,01,93.0,",,,N"
Oregon,GHCND:US1ORBN0041,2015-01-01T00:00:00,2015,01,100.6,",,,N"
Oregon,GHCND:US1ORBN0042,2015-01-01T00:00:00,2015,01,105.8,",,,N"
Oregon,GHCND:US1ORBN0053,2015-01-01T00:00:00,2015,01,87.6,"1,,,N"
Oregon,GHCND:US1ORBN0056,2015-01-01T00:00:00,2015,01,118.1,"1,,,N"
Oregon,GHCND:US1ORBN0058,2015-01-01T00:00:00,2015,01,106.2,"5,,,N"
Oregon,GHCND:US1ORBN0062,2015-01-01T00:00:00,2015,01,107.8,",a,,N"
Oregon,GHCND:US1ORBN0065,2015-01-01T00:00:00,2015,01,136.1,",a,,N"
Oregon,GHCND:US1ORBN0069,2015-01-01T00:00:00,2015,01,103.7,"1,,,N"
Oregon,GHCND:US1ORBN0073,2015-01-01T00:00:00,2015,01,89.1,"1,,,N"
Oregon,GHCND:US1ORBN0074,2015-01-01T00:00:00,2015,01,96.5,",,,N"
Oregon,GHCND:US1ORBN0076,2015-01-01T00:00:00,2015,01,82.0,"2,,,N"
Oregon,GHCND:US1ORBN0078,2015-01-01T00:00:00,2015,01,98.1,"1,,,N"
Oregon,GHCND:US1ORBN0084,2015-01-01T00:00:00,2015,01,121.1,",,,N"
Oregon,GHCND:US1ORBN0085,2015-01-01T00:00:00,2015,01,72.8,",,,N"
Oregon,GHCND:US1ORBN0086,2015-01-01T00:00:00,2015,01,94.3,"1,,,N"
Oregon,GHCND:US1ORBN0089,2015-01-01T00:00:00,2015,01,131.2,"5,,,N"
Oregon,GHCND:US1ORBN0091,2015-01-01T00:00:00,2015,01,85.9,"1,a,,N"
Oregon,GHCND:US1ORBN0096,2015-01-01T00:00:00,2015,01,97.3,"3,,,N"
Oregon,GHCND:US1ORCB0010,2015-01-01T00:00:00,2015,01,107.8,",a,,N"
Oregon,GHCND:US1ORCB0013,2015-01-01T00:00:00,2015,01,153.7,"1,,,N"
Oregon,GHCND:US1ORCB0017,2015-01-01T00:00:00,2015,01,95.3,",a,,N"
Oregon,GHCND:US1ORCB0018,2015-01-01T00:00:00,2015,01,159.9,"1,,,N"
Oregon,GHCND:US1ORCB0019,2015-01-01T00:00:00,2015,01,68.8,"4,,,N"
Oregon,GHCND:US1ORCB0022,2015-01-01T00:00:00,2015,01,144.4,",,,N"
Oregon,GHCND:US1ORCB0023,2015-01-01T00:00:00,2015,01,121.4,"2,,,N"
Oregon,GHCND:US1ORCB0025,2015-01-01T00:00:00,2015,01,123.4,"5,,,N"
Oregon,GHCND:US1ORCB0029,2015-01-01T00:00:00,2015,01,156.2,",,,N"
Oregon,GHCND:US1ORCB0030,2015-01-01T00:00:00,2015,01,144.1,",,,N"
Oregon,GHCND:US1ORCB0031,2015-01-01T00:00:00,2015,01,155.9,",,,N"
Oregon,GHCND:US1ORCB0032,2015-01-01T00:00:00,2015,01,126.5,"4,,,N"
Oregon,GHCND:US1ORCB0033,2015-01-01T00:00:00,2015,01,137.3,",,,N"
Oregon,GHCND:US1ORCC0003,2015-01-01T00:00:00,2015,01,68.4,"2,a,,N"
Oregon,GHCND:US1ORCC0006,2015-01-01T00:00:00,2015,01,103.3,",,,N"
Oregon,GHCND:US1ORCC0008,2015-01-01T00:00:00,2015,01,86.3,"3,,,N"
Oregon,GHCND:US1ORCC0010,2015-01-01T00:00:00,2015,01,99.6,",,,N"
Oregon,GHCND:US1ORCC0019,2015-01-01T00:00:00,2015,01,96.2,",,,N"
Oregon,GHCND:US1ORCC0024,2015-01-01T00:00:00,2015,01,113.6,"3,,,N"
Oregon,GHCND:US1ORCC0025,2015-01-01T00:00:00,2015,01,77.1,"3,,,N"
Oregon,GHCND:US1ORCC0027,2015-01-01T00:00:00,2015,01,91.1,",,,N"
Oregon,GHCND:US1ORCC0035,2015-01-01T00:00:00,2015,01,102.8,"5,,,N"
Oregon,GHCND:US1ORCC0054,2015-01-01T00:00:00,2015,01,76.3,"5,,,N"
Oregon,GHCND:US1ORCC0063,2015-01-01T00:00:00,2015,01,81.7,"3,,,N"
Oregon,GHCND:US1ORCC0064,2015-01-01T00:00:00,2015,01,195.2,",,,N"
Oregon,GHCND:US1ORCC0066,2015-01-01T00:00:00,2015,01,104.8,",,,N"
Oregon,GHCND:US1ORCC0067,2015-01-01T00:00:00,2015,01,88.5,"1,,,N"
Oregon,GHCND:US1ORCC0072,2015-01-01T00:00:00,2015,01,104.4,"3,,,N"
Oregon,GHCND:US1ORCC0075,2015-01-01T00:00:00,2015,01,98.5,",,,N"
Oregon,GHCND:US1ORCC0076,2015-01-01T00:00:00,2015,01,95.7,",a,,N"
