Year,Area,Rainfall,Temperature,Humidity,Soil_Type,NDVI,Wind_Speed,Yield,Price,RainTemp_Interaction,District_Chikmangaluru,District_Dakshina Kannada,District_Davangere,District_Hassan,District_Kalaburagi,District_Kasaragodu,District_Kodagu,District_Madikeri,District_Mysore,District_Raichur,Season_Rabi,Season_Zaid,Irrigation_Drip,Irrigation_Spray,Crops_Blackgram,Crops_Cardamum,Crops_Cashew,Crops_Cocoa,Crops_Coconut,Crops_Coffee,Crops_Cotton,Crops_Ginger,Crops_Groundnut,Crops_Paddy,Crops_Pepper,Crops_Tea
2004,1279,2340.5099999999998,25.57016393442623,57.0,Alluvial,0.4841222222222223,14.093704918032786,2570.0,200000,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,13283,2340.5099999999998,25.57016393442623,57.5,Alluvial,0.4841222222222223,14.093704918032786,27170.0,4847,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,52119,2340.5099999999998,25.57016393442623,57.0,Alluvial,0.4841222222222223,14.093704918032786,114744.0,51239,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,725,2340.5099999999998,25.57016393442623,55.0,Alluvial,0.4841222222222223,14.093704918032786,1402.0,216396,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,12885,2340.5099999999998,25.57016393442623,56.0,Alluvial,0.4841222222222223,14.093704918032786,23456.0,2644,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,51179,2340.5099999999998,25.57016393442623,54.0,Alluvial,0.4841222222222223,14.093704918032786,107809.0,44235,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,468,2340.5099999999998,25.57016393442623,58.0,Alluvial,0.4841222222222223,14.093704918032786,1132.0,203317,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,11841,2340.5099999999998,25.57016393442623,58.0,Alluvial,0.4841222222222223,14.093704918032786,23960.0,2134,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,50975,2340.5099999999998,25.57016393442623,59.0,Alluvial,0.4841222222222223,14.093704918032786,126487.0,45186,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,206,2340.5099999999998,25.57016393442623,50.0,Alluvial,0.4841222222222223,14.093704918032786,804.0,238542,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,10922,2340.5099999999998,25.57016393442623,54.0,Alluvial,0.4841222222222223,14.093704918032786,30362.0,1516,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,51390,2340.5099999999998,25.57016393442623,53.0,Alluvial,0.4841222222222223,14.093704918032786,124492.0,57259,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,177,2340.5099999999998,25.57016393442623,52.0,Alluvial,0.4841222222222223,14.093704918032786,792.0,234779,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,10723,2340.5099999999998,25.57016393442623,51.0,Alluvial,0.4841222222222223,14.093704918032786,34153.0,1493,59847.22439016393,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,51709,1891.42,22.584344262295083,57.0,Alluvial,0.5597888888888889,9.002655737704918,132551.0,64409,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,146,1891.42,22.584344262295083,57.0,Alluvial,0.5597888888888889,9.002655737704918,338.0,249978,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,10910,1891.42,22.584344262295083,60.0,Alluvial,0.5597888888888889,9.002655737704918,22966.0,637,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,51355,1891.42,22.584344262295083,57.0,Alluvial,0.5597888888888889,9.002655737704918,131763.0,43311,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,160,1891.42,22.584344262295083,57.0,Alluvial,0.5597888888888889,9.002655737704918,404.0,24848,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,10912,1891.42,22.584344262295083,54.0,Alluvial,0.5597888888888889,9.002655737704918,24184.0,761,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,51353,1891.42,22.584344262295083,54.5,Alluvial,0.5597888888888889,9.002655737704918,124387.0,45608,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,142,1891.42,22.584344262295083,56.6,Alluvial,0.5597888888888889,9.002655737704918,343.0,234581,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,10505,1891.42,22.584344262295083,55.5,Alluvial,0.5597888888888889,9.002655737704918,23099.0,646,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,51040,1891.42,22.584344262295083,58.5,Alluvial,0.5597888888888889,9.002655737704918,117825.84,43562,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,154,1891.42,22.584344262295083,59.5,Alluvial,0.5597888888888889,9.002655737704918,336.0,200000,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,10318,1891.42,22.584344262295083,55.0,Alluvial,0.5597888888888889,9.002655737704918,22594.0,4847,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,48083,1891.42,22.584344262295083,53.0,Alluvial,0.5597888888888889,9.002655737704918,116481.07,51239,42716.48042459017,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,143,188.35,22.83651315789474,53.5,Alluvial,0.7173888888888889,10.263099337748345,316.0,216396,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,9283,188.35,22.83651315789474,52.5,Alluvial,0.7173888888888889,10.263099337748345,21400.0,2644,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,47200,188.35,22.83651315789474,56.0,Alluvial,0.7173888888888889,10.263099337748345,122102.0,44235,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,158,188.35,22.83651315789474,57.0,Alluvial,0.7173888888888889,10.263099337748345,382.0,203317,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,8982,188.35,22.83651315789474,57.5,Alluvial,0.7173888888888889,10.263099337748345,19578.0,2134,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,46990,188.35,22.83651315789474,57.0,Alluvial,0.7173888888888889,10.263099337748345,121037.0,45186,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,103,188.35,22.83651315789474,55.0,Alluvial,0.7173888888888889,10.263099337748345,231.0,238542,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,8239,188.35,22.83651315789474,56.0,Alluvial,0.7173888888888889,10.263099337748345,18951.0,1516,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,44563,188.35,22.83651315789474,54.0,Alluvial,0.7173888888888889,10.263099337748345,110579.0,57259,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,96,188.35,22.83651315789474,58.0,Alluvial,0.7173888888888889,10.263099337748345,221.0,234779,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,6949,188.35,22.83651315789474,58.0,Alluvial,0.7173888888888889,10.263099337748345,15362.0,1493,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,44663,188.35,22.83651315789474,59.0,Alluvial,0.7173888888888889,10.263099337748345,120373.0,64409,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,110,188.35,22.83651315789474,50.0,Red,0.7173888888888889,10.263099337748345,291.0,249978,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,6824,188.35,22.83651315789474,54.0,Red,0.7173888888888889,10.263099337748345,17231.0,637,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,43013,188.35,22.83651315789474,53.0,Red,0.7173888888888889,10.263099337748345,119359.0,43311,4301.257253289474,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,95,329.66,27.13065573770492,52.0,Red,0.5092,19.460065573770493,283.0,24848,8943.891970491804,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,6441,329.66,27.13065573770492,51.0,Red,0.5092,19.460065573770493,17690.0,761,8943.891970491804,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,4012,329.66,27.13065573770492,57.0,Red,0.5092,19.460065573770493,7157.0,45608,8943.891970491804,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,4877,329.66,27.13065573770492,57.0,Red,0.5092,19.460065573770493,8700.0,234581,8943.891970491804,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2004,4930,81.69,24.540526315789474,60.0,Red,0.5092,12.134842105263159,41266.0,646,2004.7155947368421,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
